"","V1","V2"
"188",322.976470588235,45
"189",320.367346938775,232.241982507289
"190",318.267857142857,275.446428571429
"191",299.648514851485,348.722772277228
"192",307.06,163.29
"193",294.817796610169,128.110169491525
"194",259.435114503817,148.068702290076
"195",242.133928571429,35.4553571428571
"196",293.122699386503,304.576687116564
"197",340.625,244.170454545455
"198",372.258741258741,28.3426573426573
"199",479.341365461847,125.248995983936
"200",349.431578947368,310.631578947368
"201",387.520754716981,303.550943396226
"202",393.468292682927,251.580487804878
"203",466.476683937824,96.5077720207254
"204",253.792792792793,225.945945945946
"205",252.205263157895,189.168421052632
"206",132.607438016529,363.731404958678
"207",244.567307692308,47.3605769230769
"208",246.058201058201,83.8941798941799
"209",118.979827089337,278.919308357349
"210",121.487889273356,154.432525951557
"211",115.86976744186,115.288372093023
"212",122.496855345912,71.6415094339623
"213",121.713178294574,476.023255813953
"214",116.263473053892,406.179640718563
"215",407.22188449848,182.653495440729
"216",289.125786163522,250.396226415094
"217",291.104046242775,387.682080924855
"218",14.8510638297872,463.234042553192
"219",13.1049382716049,117.697530864198
"220",275.819512195122,459.19512195122
"221",113.542372881356,57.3728813559322
"222",106.251572327044,215.427672955975
"223",65.2538461538462,50.8
"224",78.6733668341708,199.477386934673
"225",69.6984924623116,79.8140703517588
"226",87.8354430379747,399.232067510549
"227",78.8275862068966,375.731034482759
