"graph_type" "ms_sc" "n" "seed" "est_method" "FP" "FN" "TP" "TN" "F1"
"scale-free" 2 366 20 "CLIME" 2208 26 372 37394 0.249832102081934
"small-world" 2 366 20 "CLIME" 2142 18 382 37458 0.261285909712722
"small-world" 1 1018 1 "GIJOE_Bonf" 10 42 358 39590 0.932291666666667
"small-world" 1 1018 1 "GIJOE_Holm" 10 42 358 39590 0.932291666666667
"small-world" 1 1018 1 "GIJOE_FDR" 48 22 378 39552 0.915254237288136
"small-world" 1 1018 2 "GIJOE_Bonf" 2 54 346 39598 0.925133689839572
"small-world" 1 1018 2 "GIJOE_Holm" 2 54 346 39598 0.925133689839572
"small-world" 1 1018 2 "GIJOE_FDR" 24 28 372 39576 0.934673366834171
"small-world" 1 1018 3 "GIJOE_Bonf" 0 46 354 39600 0.938992042440318
"small-world" 1 1018 3 "GIJOE_Holm" 0 46 354 39600 0.938992042440318
"small-world" 1 1018 3 "GIJOE_FDR" 18 28 372 39582 0.941772151898734
"small-world" 1 1018 4 "GIJOE_Bonf" 4 34 366 39596 0.950649350649351
"small-world" 1 1018 4 "GIJOE_Holm" 4 34 366 39596 0.950649350649351
"small-world" 1 1018 4 "GIJOE_FDR" 40 24 376 39560 0.92156862745098
"small-world" 1 1018 5 "GIJOE_Bonf" 0 44 356 39600 0.941798941798942
"small-world" 1 1018 5 "GIJOE_Holm" 0 44 356 39600 0.941798941798942
"small-world" 1 1018 5 "GIJOE_FDR" 22 32 368 39578 0.931645569620253
"small-world" 1 1018 6 "GIJOE_Bonf" 2 48 352 39598 0.93368700265252
"small-world" 1 1018 6 "GIJOE_Holm" 2 48 352 39598 0.93368700265252
"small-world" 1 1018 6 "GIJOE_FDR" 20 28 372 39580 0.93939393939394
"small-world" 1 1018 7 "GIJOE_Bonf" 14 48 352 39586 0.919060052219321
"small-world" 1 1018 7 "GIJOE_Holm" 14 48 352 39586 0.919060052219321
"small-world" 1 1018 7 "GIJOE_FDR" 54 22 378 39546 0.908653846153846
"small-world" 1 1018 8 "GIJOE_Bonf" 4 50 350 39596 0.928381962864722
"small-world" 1 1018 8 "GIJOE_Holm" 4 50 350 39596 0.928381962864722
"small-world" 1 1018 8 "GIJOE_FDR" 18 34 366 39582 0.933673469387755
"small-world" 1 1018 9 "GIJOE_Bonf" 6 42 358 39594 0.93717277486911
"small-world" 1 1018 9 "GIJOE_Holm" 6 42 358 39594 0.93717277486911
"small-world" 1 1018 9 "GIJOE_FDR" 42 20 380 39558 0.924574209245742
"small-world" 1 1018 10 "GIJOE_Bonf" 4 52 348 39596 0.925531914893617
"small-world" 1 1018 10 "GIJOE_Holm" 4 52 348 39596 0.925531914893617
"small-world" 1 1018 10 "GIJOE_FDR" 20 32 368 39580 0.934010152284264
"small-world" 1 1018 11 "GIJOE_Bonf" 2 50 350 39598 0.930851063829787
"small-world" 1 1018 11 "GIJOE_Holm" 2 50 350 39598 0.930851063829787
"small-world" 1 1018 11 "GIJOE_FDR" 16 30 370 39584 0.94147582697201
"small-world" 1 1018 12 "GIJOE_Bonf" 4 52 348 39596 0.925531914893617
"small-world" 1 1018 12 "GIJOE_Holm" 4 50 350 39596 0.928381962864722
"small-world" 1 1018 12 "GIJOE_FDR" 20 32 368 39580 0.934010152284264
"small-world" 1 1018 13 "GIJOE_Bonf" 6 50 350 39594 0.925925925925926
"small-world" 1 1018 13 "GIJOE_Holm" 6 50 350 39594 0.925925925925926
"small-world" 1 1018 13 "GIJOE_FDR" 24 30 370 39576 0.931989924433249
"small-world" 1 1018 14 "GIJOE_Bonf" 6 48 352 39594 0.928759894459103
"small-world" 1 1018 14 "GIJOE_Holm" 6 48 352 39594 0.928759894459103
"small-world" 1 1018 14 "GIJOE_FDR" 34 32 368 39566 0.917705735660848
"small-world" 1 1018 15 "GIJOE_Bonf" 4 46 354 39596 0.934036939313984
"small-world" 1 1018 15 "GIJOE_Holm" 4 46 354 39596 0.934036939313984
"small-world" 1 1018 15 "GIJOE_FDR" 20 32 368 39580 0.934010152284264
"small-world" 1 1018 16 "GIJOE_Bonf" 0 42 358 39600 0.944591029023747
"small-world" 1 1018 16 "GIJOE_Holm" 0 42 358 39600 0.944591029023747
"small-world" 1 1018 16 "GIJOE_FDR" 12 26 374 39588 0.951653944020356
"small-world" 1 1018 17 "GIJOE_Bonf" 6 36 364 39594 0.945454545454545
"small-world" 1 1018 17 "GIJOE_Holm" 6 36 364 39594 0.945454545454545
"small-world" 1 1018 17 "GIJOE_FDR" 36 24 376 39564 0.926108374384236
"small-world" 1 1018 18 "GIJOE_Bonf" 6 56 344 39594 0.917333333333333
"small-world" 1 1018 18 "GIJOE_Holm" 6 56 344 39594 0.917333333333333
"small-world" 1 1018 18 "GIJOE_FDR" 16 34 366 39584 0.936061381074169
"small-world" 1 1018 19 "GIJOE_Bonf" 4 52 348 39596 0.925531914893617
"small-world" 1 1018 19 "GIJOE_Holm" 4 52 348 39596 0.925531914893617
"small-world" 1 1018 19 "GIJOE_FDR" 20 34 366 39580 0.931297709923664
"small-world" 1 1018 20 "GIJOE_Bonf" 4 42 358 39596 0.939632545931758
"small-world" 1 1018 20 "GIJOE_Holm" 4 42 358 39596 0.939632545931758
"small-world" 1 1018 20 "GIJOE_FDR" 38 28 372 39562 0.918518518518519
"scale-free" 1 1018 1 "GIJOE_Bonf" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 1 "GIJOE_Holm" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 1 "GIJOE_FDR" 44 16 382 39558 0.927184466019418
"scale-free" 1 1018 2 "GIJOE_Bonf" 2 32 366 39600 0.955613577023499
"scale-free" 1 1018 2 "GIJOE_Holm" 2 32 366 39600 0.955613577023499
"scale-free" 1 1018 2 "GIJOE_FDR" 14 16 382 39588 0.962216624685139
"scale-free" 1 1018 3 "GIJOE_Bonf" 2 34 364 39600 0.952879581151832
"scale-free" 1 1018 3 "GIJOE_Holm" 2 34 364 39600 0.952879581151832
"scale-free" 1 1018 3 "GIJOE_FDR" 58 16 382 39544 0.911694510739857
"scale-free" 1 1018 4 "GIJOE_Bonf" 0 32 366 39602 0.958115183246073
"scale-free" 1 1018 4 "GIJOE_Holm" 0 32 366 39602 0.958115183246073
"scale-free" 1 1018 4 "GIJOE_FDR" 18 16 382 39584 0.957393483709273
"scale-free" 1 1018 5 "GIJOE_Bonf" 2 26 372 39600 0.963730569948187
"scale-free" 1 1018 5 "GIJOE_Holm" 2 26 372 39600 0.963730569948187
"scale-free" 1 1018 5 "GIJOE_FDR" 52 14 384 39550 0.920863309352518
"scale-free" 1 1018 6 "GIJOE_Bonf" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 6 "GIJOE_Holm" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 6 "GIJOE_FDR" 56 14 384 39546 0.916467780429594
"scale-free" 1 1018 7 "GIJOE_Bonf" 0 38 360 39602 0.949868073878628
"scale-free" 1 1018 7 "GIJOE_Holm" 0 38 360 39602 0.949868073878628
"scale-free" 1 1018 7 "GIJOE_FDR" 22 12 386 39580 0.957816377171216
"scale-free" 1 1018 8 "GIJOE_Bonf" 0 26 372 39602 0.966233766233766
"scale-free" 1 1018 8 "GIJOE_Holm" 0 26 372 39602 0.966233766233766
"scale-free" 1 1018 8 "GIJOE_FDR" 16 14 384 39586 0.962406015037594
"scale-free" 1 1018 9 "GIJOE_Bonf" 4 24 374 39598 0.963917525773196
"scale-free" 1 1018 9 "GIJOE_Holm" 4 24 374 39598 0.963917525773196
"scale-free" 1 1018 9 "GIJOE_FDR" 54 12 386 39548 0.921241050119332
"scale-free" 1 1018 10 "GIJOE_Bonf" 2 24 374 39600 0.96640826873385
"scale-free" 1 1018 10 "GIJOE_Holm" 2 24 374 39600 0.96640826873385
"scale-free" 1 1018 10 "GIJOE_FDR" 58 14 384 39544 0.914285714285714
"scale-free" 1 1018 11 "GIJOE_Bonf" 0 32 366 39602 0.958115183246073
"scale-free" 1 1018 11 "GIJOE_Holm" 0 32 366 39602 0.958115183246073
"scale-free" 1 1018 11 "GIJOE_FDR" 8 20 378 39594 0.964285714285714
"scale-free" 1 1018 12 "GIJOE_Bonf" 0 26 372 39602 0.966233766233766
"scale-free" 1 1018 12 "GIJOE_Holm" 0 26 372 39602 0.966233766233766
"scale-free" 1 1018 12 "GIJOE_FDR" 12 16 382 39590 0.964646464646465
"scale-free" 1 1018 13 "GIJOE_Bonf" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 13 "GIJOE_Holm" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 13 "GIJOE_FDR" 18 16 382 39584 0.957393483709273
"scale-free" 1 1018 14 "GIJOE_Bonf" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 14 "GIJOE_Holm" 0 24 374 39602 0.968911917098446
"scale-free" 1 1018 14 "GIJOE_FDR" 16 16 382 39586 0.959798994974874
"scale-free" 1 1018 15 "GIJOE_Bonf" 8 30 368 39594 0.950904392764858
"scale-free" 1 1018 15 "GIJOE_Holm" 8 30 368 39594 0.950904392764858
"scale-free" 1 1018 15 "GIJOE_FDR" 72 12 386 39530 0.901869158878505
"scale-free" 1 1018 16 "GIJOE_Bonf" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 16 "GIJOE_Holm" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 16 "GIJOE_FDR" 44 10 388 39558 0.934939759036145
"scale-free" 1 1018 17 "GIJOE_Bonf" 0 34 364 39602 0.955380577427822
"scale-free" 1 1018 17 "GIJOE_Holm" 0 34 364 39602 0.955380577427822
"scale-free" 1 1018 17 "GIJOE_FDR" 10 16 382 39592 0.967088607594937
"scale-free" 1 1018 18 "GIJOE_Bonf" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 18 "GIJOE_Holm" 0 30 368 39602 0.960835509138381
"scale-free" 1 1018 18 "GIJOE_FDR" 62 10 388 39540 0.915094339622642
"scale-free" 1 1018 19 "GIJOE_Bonf" 2 34 364 39600 0.952879581151832
"scale-free" 1 1018 19 "GIJOE_Holm" 2 34 364 39600 0.952879581151832
"scale-free" 1 1018 19 "GIJOE_FDR" 76 16 382 39526 0.892523364485981
"scale-free" 1 1018 20 "GIJOE_Bonf" 2 30 368 39600 0.958333333333333
"scale-free" 1 1018 20 "GIJOE_Holm" 2 30 368 39600 0.958333333333333
"scale-free" 1 1018 20 "GIJOE_FDR" 62 16 382 39540 0.907363420427553
"small-world" 2 366 1 "GIJOE_Bonf" 0 240 160 39600 0.571428571428571
"small-world" 2 366 1 "GIJOE_Holm" 0 240 160 39600 0.571428571428571
"small-world" 2 366 1 "GIJOE_FDR" 4 136 264 39596 0.790419161676647
"small-world" 2 366 2 "GIJOE_Bonf" 0 254 146 39600 0.534798534798535
"small-world" 2 366 2 "GIJOE_Holm" 0 254 146 39600 0.534798534798535
"small-world" 2 366 2 "GIJOE_FDR" 10 146 254 39590 0.765060240963855
"small-world" 2 366 3 "GIJOE_Bonf" 0 234 166 39600 0.586572438162544
"small-world" 2 366 3 "GIJOE_Holm" 0 234 166 39600 0.586572438162544
"small-world" 2 366 3 "GIJOE_FDR" 4 154 246 39596 0.756923076923077
"small-world" 2 366 4 "GIJOE_Bonf" 0 248 152 39600 0.550724637681159
"small-world" 2 366 4 "GIJOE_Holm" 0 248 152 39600 0.550724637681159
"small-world" 2 366 4 "GIJOE_FDR" 0 160 240 39600 0.75
"small-world" 2 366 5 "GIJOE_Bonf" 0 234 166 39600 0.586572438162544
"small-world" 2 366 5 "GIJOE_Holm" 0 234 166 39600 0.586572438162544
"small-world" 2 366 5 "GIJOE_FDR" 6 154 246 39594 0.754601226993865
"small-world" 2 366 6 "GIJOE_Bonf" 0 266 134 39600 0.50187265917603
"small-world" 2 366 6 "GIJOE_Holm" 0 264 136 39600 0.507462686567164
"small-world" 2 366 6 "GIJOE_FDR" 2 148 252 39598 0.770642201834862
"small-world" 2 366 7 "GIJOE_Bonf" 0 250 150 39600 0.545454545454545
"small-world" 2 366 7 "GIJOE_Holm" 0 250 150 39600 0.545454545454545
"small-world" 2 366 7 "GIJOE_FDR" 0 150 250 39600 0.769230769230769
"small-world" 2 366 8 "GIJOE_Bonf" 0 256 144 39600 0.529411764705882
"small-world" 2 366 8 "GIJOE_Holm" 0 256 144 39600 0.529411764705882
"small-world" 2 366 8 "GIJOE_FDR" 2 150 250 39598 0.766871165644172
"small-world" 2 366 9 "GIJOE_Bonf" 0 266 134 39600 0.50187265917603
"small-world" 2 366 9 "GIJOE_Holm" 0 266 134 39600 0.50187265917603
"small-world" 2 366 9 "GIJOE_FDR" 2 148 252 39598 0.770642201834862
"small-world" 2 366 10 "GIJOE_Bonf" 0 240 160 39600 0.571428571428571
"small-world" 2 366 10 "GIJOE_Holm" 0 240 160 39600 0.571428571428571
"small-world" 2 366 10 "GIJOE_FDR" 10 160 240 39590 0.738461538461539
"small-world" 2 366 11 "GIJOE_Bonf" 0 238 162 39600 0.576512455516014
"small-world" 2 366 11 "GIJOE_Holm" 0 238 162 39600 0.576512455516014
"small-world" 2 366 11 "GIJOE_FDR" 8 146 254 39592 0.767371601208459
"small-world" 2 366 12 "GIJOE_Bonf" 0 260 140 39600 0.518518518518518
"small-world" 2 366 12 "GIJOE_Holm" 0 260 140 39600 0.518518518518518
"small-world" 2 366 12 "GIJOE_FDR" 2 178 222 39598 0.711538461538462
"small-world" 2 366 13 "GIJOE_Bonf" 0 244 156 39600 0.561151079136691
"small-world" 2 366 13 "GIJOE_Holm" 0 244 156 39600 0.561151079136691
"small-world" 2 366 13 "GIJOE_FDR" 8 148 252 39592 0.763636363636364
"small-world" 2 366 14 "GIJOE_Bonf" 0 234 166 39600 0.586572438162544
"small-world" 2 366 14 "GIJOE_Holm" 0 234 166 39600 0.586572438162544
"small-world" 2 366 14 "GIJOE_FDR" 2 130 270 39598 0.803571428571429
"small-world" 2 366 15 "GIJOE_Bonf" 0 248 152 39600 0.550724637681159
"small-world" 2 366 15 "GIJOE_Holm" 0 248 152 39600 0.550724637681159
"small-world" 2 366 15 "GIJOE_FDR" 8 146 254 39592 0.767371601208459
"small-world" 2 366 16 "GIJOE_Bonf" 0 244 156 39600 0.561151079136691
"small-world" 2 366 16 "GIJOE_Holm" 0 244 156 39600 0.561151079136691
"small-world" 2 366 16 "GIJOE_FDR" 2 156 244 39598 0.755417956656347
"small-world" 2 366 17 "GIJOE_Bonf" 0 236 164 39600 0.581560283687943
"small-world" 2 366 17 "GIJOE_Holm" 0 236 164 39600 0.581560283687943
"small-world" 2 366 17 "GIJOE_FDR" 8 148 252 39592 0.763636363636364
"small-world" 2 366 18 "GIJOE_Bonf" 0 246 154 39600 0.555956678700361
"small-world" 2 366 18 "GIJOE_Holm" 0 246 154 39600 0.555956678700361
"small-world" 2 366 18 "GIJOE_FDR" 4 152 248 39596 0.760736196319018
"small-world" 2 366 19 "GIJOE_Bonf" 0 260 140 39600 0.518518518518518
"small-world" 2 366 19 "GIJOE_Holm" 0 260 140 39600 0.518518518518518
"small-world" 2 366 19 "GIJOE_FDR" 6 144 256 39594 0.773413897280967
"small-world" 2 366 20 "GIJOE_Bonf" 0 246 154 39600 0.555956678700361
"small-world" 2 366 20 "GIJOE_Holm" 0 246 154 39600 0.555956678700361
"small-world" 2 366 20 "GIJOE_FDR" 2 138 262 39598 0.789156626506024
"scale-free" 2 366 1 "GIJOE_Bonf" 0 282 116 39602 0.45136186770428
"scale-free" 2 366 1 "GIJOE_Holm" 0 282 116 39602 0.45136186770428
"scale-free" 2 366 1 "GIJOE_FDR" 6 136 262 39596 0.786786786786787
"scale-free" 2 366 2 "GIJOE_Bonf" 0 282 116 39602 0.45136186770428
"scale-free" 2 366 2 "GIJOE_Holm" 0 282 116 39602 0.45136186770428
"scale-free" 2 366 2 "GIJOE_FDR" 8 164 234 39594 0.73125
"scale-free" 2 366 3 "GIJOE_Bonf" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 3 "GIJOE_Holm" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 3 "GIJOE_FDR" 0 152 246 39602 0.763975155279503
"scale-free" 2 366 4 "GIJOE_Bonf" 0 292 106 39602 0.420634920634921
"scale-free" 2 366 4 "GIJOE_Holm" 0 292 106 39602 0.420634920634921
"scale-free" 2 366 4 "GIJOE_FDR" 2 142 256 39600 0.780487804878049
"scale-free" 2 366 5 "GIJOE_Bonf" 0 304 94 39602 0.382113821138211
"scale-free" 2 366 5 "GIJOE_Holm" 0 304 94 39602 0.382113821138211
"scale-free" 2 366 5 "GIJOE_FDR" 4 156 242 39598 0.751552795031056
"scale-free" 2 366 6 "GIJOE_Bonf" 0 290 108 39602 0.426877470355731
"scale-free" 2 366 6 "GIJOE_Holm" 0 290 108 39602 0.426877470355731
"scale-free" 2 366 6 "GIJOE_FDR" 4 180 218 39598 0.703225806451613
"scale-free" 2 366 7 "GIJOE_Bonf" 0 270 128 39602 0.486692015209125
"scale-free" 2 366 7 "GIJOE_Holm" 0 270 128 39602 0.486692015209125
"scale-free" 2 366 7 "GIJOE_FDR" 2 130 268 39600 0.802395209580838
"scale-free" 2 366 8 "GIJOE_Bonf" 0 288 110 39602 0.433070866141732
"scale-free" 2 366 8 "GIJOE_Holm" 0 288 110 39602 0.433070866141732
"scale-free" 2 366 8 "GIJOE_FDR" 4 180 218 39598 0.703225806451613
"scale-free" 2 366 9 "GIJOE_Bonf" 0 284 114 39602 0.4453125
"scale-free" 2 366 9 "GIJOE_Holm" 0 284 114 39602 0.4453125
"scale-free" 2 366 9 "GIJOE_FDR" 6 160 238 39596 0.741433021806854
"scale-free" 2 366 10 "GIJOE_Bonf" 0 268 130 39602 0.492424242424242
"scale-free" 2 366 10 "GIJOE_Holm" 0 268 130 39602 0.492424242424242
"scale-free" 2 366 10 "GIJOE_FDR" 8 170 228 39594 0.719242902208202
"scale-free" 2 366 11 "GIJOE_Bonf" 0 284 114 39602 0.4453125
"scale-free" 2 366 11 "GIJOE_Holm" 0 284 114 39602 0.4453125
"scale-free" 2 366 11 "GIJOE_FDR" 10 182 216 39592 0.692307692307692
"scale-free" 2 366 12 "GIJOE_Bonf" 0 274 124 39602 0.475095785440613
"scale-free" 2 366 12 "GIJOE_Holm" 0 274 124 39602 0.475095785440613
"scale-free" 2 366 12 "GIJOE_FDR" 2 140 258 39600 0.78419452887538
"scale-free" 2 366 13 "GIJOE_Bonf" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 13 "GIJOE_Holm" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 13 "GIJOE_FDR" 6 168 230 39596 0.725552050473186
"scale-free" 2 366 14 "GIJOE_Bonf" 0 304 94 39602 0.382113821138211
"scale-free" 2 366 14 "GIJOE_Holm" 0 304 94 39602 0.382113821138211
"scale-free" 2 366 14 "GIJOE_FDR" 6 164 234 39596 0.733542319749216
"scale-free" 2 366 15 "GIJOE_Bonf" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 15 "GIJOE_Holm" 0 272 126 39602 0.480916030534351
"scale-free" 2 366 15 "GIJOE_FDR" 8 150 248 39594 0.758409785932722
"scale-free" 2 366 16 "GIJOE_Bonf" 0 258 140 39602 0.520446096654275
"scale-free" 2 366 16 "GIJOE_Holm" 0 258 140 39602 0.520446096654275
"scale-free" 2 366 16 "GIJOE_FDR" 4 144 254 39598 0.774390243902439
"scale-free" 2 366 17 "GIJOE_Bonf" 2 254 144 39600 0.529411764705882
"scale-free" 2 366 17 "GIJOE_Holm" 2 254 144 39600 0.529411764705882
"scale-free" 2 366 17 "GIJOE_FDR" 2 152 246 39600 0.761609907120743
"scale-free" 2 366 18 "GIJOE_Bonf" 0 296 102 39602 0.408
"scale-free" 2 366 18 "GIJOE_Holm" 0 296 102 39602 0.408
"scale-free" 2 366 18 "GIJOE_FDR" 0 172 226 39602 0.724358974358974
"scale-free" 2 366 19 "GIJOE_Bonf" 0 286 112 39602 0.43921568627451
"scale-free" 2 366 19 "GIJOE_Holm" 0 286 112 39602 0.43921568627451
"scale-free" 2 366 19 "GIJOE_FDR" 14 178 220 39588 0.69620253164557
"scale-free" 2 366 20 "GIJOE_Bonf" 0 278 120 39602 0.463320463320463
"scale-free" 2 366 20 "GIJOE_Holm" 0 278 120 39602 0.463320463320463
"scale-free" 2 366 20 "GIJOE_FDR" 10 144 254 39592 0.767371601208459
