"graph_type" "ms_sc" "n" "seed" "est_method" "FP" "FN" "TP" "TN" "F1"
"small-world" 2 366 6 "Nlasso(OR)" 1396 6 394 38204 0.359817351598174
"small-world" 2 366 6 "Glasso" 812 14 386 38788 0.483103879849812
"small-world" 2 366 6 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 6 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 7 "Nlasso_JOE(AND)" 44 86 314 39556 0.828496042216359
"small-world" 2 366 7 "Nlasso_JOE(OR)" 326 50 350 39274 0.650557620817844
"small-world" 2 366 7 "Nlasso(AND)" 1742 14 386 37858 0.305379746835443
"small-world" 2 366 7 "Nlasso(OR)" 1616 10 390 37984 0.324189526184539
"small-world" 2 366 7 "Glasso" 882 18 382 38718 0.459134615384615
"small-world" 2 366 7 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 7 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 8 "Nlasso_JOE(AND)" 48 100 300 39552 0.802139037433155
"small-world" 2 366 8 "Nlasso_JOE(OR)" 312 62 338 39288 0.643809523809524
"small-world" 2 366 8 "Nlasso(AND)" 1558 28 372 38042 0.31931330472103
"small-world" 2 366 8 "Nlasso(OR)" 1352 14 386 38248 0.361085126286249
"small-world" 2 366 8 "Glasso" 782 32 368 38818 0.474838709677419
"small-world" 2 366 8 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 8 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 9 "Nlasso_JOE(AND)" 40 88 312 39560 0.829787234042553
"small-world" 2 366 9 "Nlasso_JOE(OR)" 296 50 350 39304 0.669216061185469
"small-world" 2 366 9 "Nlasso(AND)" 1648 20 380 37952 0.313014827018122
"small-world" 2 366 9 "Nlasso(OR)" 1502 20 380 38098 0.333041191936897
"small-world" 2 366 9 "Glasso" 762 36 364 38838 0.477064220183486
"small-world" 2 366 9 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 9 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 10 "Nlasso_JOE(AND)" 42 100 300 39558 0.808625336927224
"small-world" 2 366 10 "Nlasso_JOE(OR)" 336 50 350 39264 0.644567219152855
"small-world" 2 366 10 "Nlasso(AND)" 1714 20 380 37886 0.304731355252606
"small-world" 2 366 10 "Nlasso(OR)" 1584 8 392 38016 0.32996632996633
"small-world" 2 366 10 "Glasso" 824 16 384 38776 0.477611940298507
"small-world" 2 366 10 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 10 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 11 "Nlasso_JOE(AND)" 36 92 308 39564 0.827956989247312
"small-world" 2 366 11 "Nlasso_JOE(OR)" 354 58 342 39246 0.624087591240876
"small-world" 2 366 11 "Nlasso(AND)" 1752 20 380 37848 0.300157977883096
"small-world" 2 366 11 "Nlasso(OR)" 1582 18 382 38018 0.323181049069374
"small-world" 2 366 11 "Glasso" 830 32 368 38770 0.460575719649562
"small-world" 2 366 11 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 11 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 12 "Nlasso_JOE(AND)" 42 112 288 39558 0.789041095890411
"small-world" 2 366 12 "Nlasso_JOE(OR)" 260 60 340 39340 0.68
"small-world" 2 366 12 "Nlasso(AND)" 1716 22 378 37884 0.303127506014435
"small-world" 2 366 12 "Nlasso(OR)" 1568 12 388 38032 0.32937181663837
"small-world" 2 366 12 "Glasso" 882 30 370 38718 0.447941888619855
"small-world" 2 366 12 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 12 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 13 "Nlasso_JOE(AND)" 34 92 308 39566 0.830188679245283
"small-world" 2 366 13 "Nlasso_JOE(OR)" 370 64 336 39230 0.607594936708861
"small-world" 2 366 13 "Nlasso(AND)" 1670 20 380 37930 0.310204081632653
"small-world" 2 366 13 "Nlasso(OR)" 1506 12 388 38094 0.338273757628596
"small-world" 2 366 13 "Glasso" 878 34 366 38722 0.445255474452555
"small-world" 2 366 13 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 13 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 14 "Nlasso_JOE(AND)" 34 88 312 39566 0.836461126005362
"small-world" 2 366 14 "Nlasso_JOE(OR)" 334 60 340 39266 0.633147113594041
"small-world" 2 366 14 "Nlasso(AND)" 1660 22 378 37940 0.310090237899918
"small-world" 2 366 14 "Nlasso(OR)" 1446 26 374 38154 0.336936936936937
"small-world" 2 366 14 "Glasso" 816 24 376 38784 0.472361809045226
"small-world" 2 366 14 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 14 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 15 "Nlasso_JOE(AND)" 36 110 290 39564 0.798898071625344
"small-world" 2 366 15 "Nlasso_JOE(OR)" 308 58 342 39292 0.651428571428571
"small-world" 2 366 15 "Nlasso(AND)" 1690 8 392 37910 0.315874294923449
"small-world" 2 366 15 "Nlasso(OR)" 1458 10 390 38142 0.346975088967972
"small-world" 2 366 15 "Glasso" 788 24 376 38812 0.480818414322251
"small-world" 2 366 15 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 15 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 16 "Nlasso_JOE(AND)" 40 94 306 39560 0.820375335120643
"small-world" 2 366 16 "Nlasso_JOE(OR)" 366 48 352 39234 0.629695885509839
"small-world" 2 366 16 "Nlasso(AND)" 1554 16 384 38046 0.328485885372113
"small-world" 2 366 16 "Nlasso(OR)" 1316 10 390 38284 0.37037037037037
"small-world" 2 366 16 "Glasso" 878 18 382 38722 0.460240963855422
"small-world" 2 366 16 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 16 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 17 "Nlasso_JOE(AND)" 40 96 304 39560 0.817204301075269
"small-world" 2 366 17 "Nlasso_JOE(OR)" 272 66 334 39328 0.664015904572565
"small-world" 2 366 17 "Nlasso(AND)" 176 0 400 39424 0.819672131147541
"small-world" 2 366 17 "Nlasso(OR)" 360 0 400 39240 0.689655172413793
"small-world" 2 366 17 "Glasso" 68 14 386 39532 0.903981264637002
"small-world" 2 366 17 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 17 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 18 "Nlasso_JOE(AND)" 44 106 294 39556 0.796747967479675
"small-world" 2 366 18 "Nlasso_JOE(OR)" 296 66 334 39304 0.648543689320388
"small-world" 2 366 18 "Nlasso(AND)" 1598 22 378 38002 0.318181818181818
"small-world" 2 366 18 "Nlasso(OR)" 1486 18 382 38114 0.336860670194004
"small-world" 2 366 18 "Glasso" 820 32 368 38780 0.463476070528967
"small-world" 2 366 18 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 18 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 19 "Nlasso_JOE(AND)" 42 94 306 39558 0.818181818181818
"small-world" 2 366 19 "Nlasso_JOE(OR)" 332 52 348 39268 0.644444444444444
"small-world" 2 366 19 "Nlasso(AND)" 1698 20 380 37902 0.306698950766747
"small-world" 2 366 19 "Nlasso(OR)" 1582 12 388 38018 0.327426160337553
"small-world" 2 366 19 "Glasso" 788 22 378 38812 0.482758620689655
"small-world" 2 366 19 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 19 "DBGlasso_FDR" 0 400 0 39600 0
"small-world" 2 366 20 "Nlasso_JOE(AND)" 32 102 298 39568 0.816438356164384
"small-world" 2 366 20 "Nlasso_JOE(OR)" 360 54 346 39240 0.625678119349005
"small-world" 2 366 20 "Nlasso(AND)" 1634 24 376 37966 0.312033195020747
"small-world" 2 366 20 "Nlasso(OR)" 1504 22 378 38096 0.331288343558282
"small-world" 2 366 20 "Glasso" 804 24 376 38796 0.475949367088608
"small-world" 2 366 20 "DBGlasso_Holm" 0 400 0 39600 0
"small-world" 2 366 20 "DBGlasso_FDR" 0 400 0 39600 0
"scale-free" 2 366 1 "Nlasso_JOE(AND)" 0 254 144 39602 0.531365313653137
"scale-free" 2 366 1 "Nlasso_JOE(OR)" 50 180 218 39552 0.654654654654655
"scale-free" 2 366 1 "Nlasso(AND)" 1444 36 362 38158 0.328493647912886
"scale-free" 2 366 1 "Nlasso(OR)" 1578 34 364 38024 0.311111111111111
"scale-free" 2 366 1 "Glasso" 118 168 230 39484 0.616621983914209
"scale-free" 2 366 1 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 1 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 2 "Nlasso_JOE(AND)" 0 266 132 39602 0.49811320754717
"scale-free" 2 366 2 "Nlasso_JOE(OR)" 42 204 194 39560 0.61198738170347
"scale-free" 2 366 2 "Nlasso(AND)" 1418 48 350 38184 0.323176361957525
"scale-free" 2 366 2 "Nlasso(OR)" 1662 36 362 37940 0.298926507018993
"scale-free" 2 366 2 "Glasso" 110 192 206 39492 0.57703081232493
"scale-free" 2 366 2 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 2 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 3 "Nlasso_JOE(AND)" 0 260 138 39602 0.514925373134328
"scale-free" 2 366 3 "Nlasso_JOE(OR)" 26 186 212 39576 0.666666666666667
"scale-free" 2 366 3 "Nlasso(AND)" 1502 48 350 38100 0.311111111111111
"scale-free" 2 366 3 "Nlasso(OR)" 1632 42 356 37970 0.298407376362112
"scale-free" 2 366 3 "Glasso" 66 186 212 39536 0.627218934911243
"scale-free" 2 366 3 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 3 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 4 "Nlasso_JOE(AND)" 0 256 142 39602 0.525925925925926
"scale-free" 2 366 4 "Nlasso_JOE(OR)" 28 194 204 39574 0.647619047619048
"scale-free" 2 366 4 "Nlasso(AND)" 1430 44 354 38172 0.324472960586618
"scale-free" 2 366 4 "Nlasso(OR)" 1562 42 356 38040 0.307426597582038
"scale-free" 2 366 4 "Glasso" 74 188 210 39528 0.6158357771261
"scale-free" 2 366 4 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 4 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 5 "Nlasso_JOE(AND)" 0 270 128 39602 0.486692015209125
"scale-free" 2 366 5 "Nlasso_JOE(OR)" 46 202 196 39556 0.6125
"scale-free" 2 366 5 "Nlasso(AND)" 1406 38 360 38196 0.33271719038817
"scale-free" 2 366 5 "Nlasso(OR)" 1614 38 360 37988 0.3035413153457
"scale-free" 2 366 5 "Glasso" 106 196 202 39496 0.572237960339943
"scale-free" 2 366 5 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 5 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 6 "Nlasso_JOE(AND)" 0 280 118 39602 0.457364341085271
"scale-free" 2 366 6 "Nlasso_JOE(OR)" 48 216 182 39554 0.579617834394904
"scale-free" 2 366 6 "Nlasso(AND)" 1464 60 338 38138 0.307272727272727
"scale-free" 2 366 6 "Nlasso(OR)" 1554 50 348 38048 0.302608695652174
"scale-free" 2 366 6 "Glasso" 76 210 188 39526 0.56797583081571
"scale-free" 2 366 6 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 6 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 7 "Nlasso_JOE(AND)" 0 248 150 39602 0.547445255474453
"scale-free" 2 366 7 "Nlasso_JOE(OR)" 46 172 226 39556 0.674626865671642
"scale-free" 2 366 7 "Nlasso(AND)" 1484 34 364 38118 0.32413178984862
"scale-free" 2 366 7 "Nlasso(OR)" 1688 30 368 37914 0.299918500407498
"scale-free" 2 366 7 "Glasso" 100 174 224 39502 0.620498614958449
"scale-free" 2 366 7 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 7 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 8 "Nlasso_JOE(AND)" 8 270 128 39594 0.47940074906367
"scale-free" 2 366 8 "Nlasso_JOE(OR)" 82 204 194 39520 0.57566765578635
"scale-free" 2 366 8 "Nlasso(AND)" 1976 42 356 37626 0.260805860805861
"scale-free" 2 366 8 "Nlasso(OR)" 1490 40 358 38112 0.318788958147818
"scale-free" 2 366 8 "Glasso" 144 194 204 39458 0.546916890080429
"scale-free" 2 366 8 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 8 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 9 "Nlasso_JOE(AND)" 0 266 132 39602 0.49811320754717
"scale-free" 2 366 9 "Nlasso_JOE(OR)" 56 200 198 39546 0.607361963190184
"scale-free" 2 366 9 "Nlasso(AND)" 1478 56 342 38124 0.308385933273219
"scale-free" 2 366 9 "Nlasso(OR)" 1724 48 350 37878 0.283171521035599
"scale-free" 2 366 9 "Glasso" 114 194 204 39488 0.569832402234637
"scale-free" 2 366 9 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 9 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 10 "Nlasso_JOE(AND)" 0 248 150 39602 0.547445255474453
"scale-free" 2 366 10 "Nlasso_JOE(OR)" 48 188 210 39554 0.640243902439024
"scale-free" 2 366 10 "Nlasso(AND)" 1466 34 364 38136 0.326750448833034
"scale-free" 2 366 10 "Nlasso(OR)" 1656 26 372 37946 0.306677658697444
"scale-free" 2 366 10 "Glasso" 110 170 228 39492 0.619565217391304
"scale-free" 2 366 10 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 10 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 11 "Nlasso_JOE(AND)" 4 266 132 39598 0.49438202247191
"scale-free" 2 366 11 "Nlasso_JOE(OR)" 78 210 188 39524 0.566265060240964
"scale-free" 2 366 11 "Nlasso(AND)" 1498 38 360 38104 0.319148936170213
"scale-free" 2 366 11 "Nlasso(OR)" 1618 30 368 37984 0.308724832214765
"scale-free" 2 366 11 "Glasso" 130 212 186 39472 0.521008403361345
"scale-free" 2 366 11 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 11 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 12 "Nlasso_JOE(AND)" 0 262 136 39602 0.50936329588015
"scale-free" 2 366 12 "Nlasso_JOE(OR)" 54 192 206 39548 0.626139817629179
"scale-free" 2 366 12 "Nlasso(AND)" 2034 38 360 37568 0.257879656160458
"scale-free" 2 366 12 "Nlasso(OR)" 1642 40 358 37960 0.298582151793161
"scale-free" 2 366 12 "Glasso" 104 190 208 39498 0.585915492957746
"scale-free" 2 366 12 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 12 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 13 "Nlasso_JOE(AND)" 0 250 148 39602 0.542124542124542
"scale-free" 2 366 13 "Nlasso_JOE(OR)" 30 200 198 39572 0.63258785942492
"scale-free" 2 366 13 "Nlasso(AND)" 1494 56 342 38108 0.306177260519248
"scale-free" 2 366 13 "Nlasso(OR)" 1684 52 346 37918 0.28500823723229
"scale-free" 2 366 13 "Glasso" 78 198 200 39524 0.591715976331361
"scale-free" 2 366 13 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 13 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 14 "Nlasso_JOE(AND)" 0 284 114 39602 0.4453125
"scale-free" 2 366 14 "Nlasso_JOE(OR)" 50 216 182 39552 0.577777777777778
"scale-free" 2 366 14 "Nlasso(AND)" 1376 32 366 38226 0.342056074766355
"scale-free" 2 366 14 "Nlasso(OR)" 1522 28 370 38080 0.323144104803493
"scale-free" 2 366 14 "Glasso" 106 208 190 39496 0.547550432276657
"scale-free" 2 366 14 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 14 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 15 "Nlasso_JOE(AND)" 0 258 140 39602 0.520446096654275
"scale-free" 2 366 15 "Nlasso_JOE(OR)" 50 196 202 39552 0.621538461538461
"scale-free" 2 366 15 "Nlasso(AND)" 1416 44 354 38186 0.326568265682657
"scale-free" 2 366 15 "Nlasso(OR)" 1546 26 372 38056 0.321243523316062
"scale-free" 2 366 15 "Glasso" 102 182 216 39500 0.603351955307263
"scale-free" 2 366 15 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 15 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 16 "Nlasso_JOE(AND)" 2 244 154 39600 0.555956678700361
"scale-free" 2 366 16 "Nlasso_JOE(OR)" 74 172 226 39528 0.64756446991404
"scale-free" 2 366 16 "Nlasso(AND)" 1894 20 378 37708 0.28314606741573
"scale-free" 2 366 16 "Nlasso(OR)" 1418 24 374 38184 0.341552511415525
"scale-free" 2 366 16 "Glasso" 128 160 238 39474 0.62303664921466
"scale-free" 2 366 16 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 16 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 17 "Nlasso_JOE(AND)" 2 256 142 39600 0.523985239852399
"scale-free" 2 366 17 "Nlasso_JOE(OR)" 48 172 226 39554 0.672619047619048
"scale-free" 2 366 17 "Nlasso(AND)" 1988 24 374 37614 0.271014492753623
"scale-free" 2 366 17 "Nlasso(OR)" 1514 26 372 38088 0.325744308231173
"scale-free" 2 366 17 "Glasso" 86 172 226 39516 0.636619718309859
"scale-free" 2 366 17 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 17 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 18 "Nlasso_JOE(AND)" 2 266 132 39600 0.496240601503759
"scale-free" 2 366 18 "Nlasso_JOE(OR)" 44 194 204 39558 0.631578947368421
"scale-free" 2 366 18 "Nlasso(AND)" 1402 46 352 38200 0.327137546468401
"scale-free" 2 366 18 "Nlasso(OR)" 1656 30 368 37946 0.303881090008258
"scale-free" 2 366 18 "Glasso" 126 182 216 39476 0.583783783783784
"scale-free" 2 366 18 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 18 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 19 "Nlasso_JOE(AND)" 0 266 132 39602 0.49811320754717
"scale-free" 2 366 19 "Nlasso_JOE(OR)" 52 198 200 39550 0.615384615384615
"scale-free" 2 366 19 "Nlasso(AND)" 1466 36 362 38136 0.325247079964061
"scale-free" 2 366 19 "Nlasso(OR)" 1640 34 364 37962 0.30308076602831
"scale-free" 2 366 19 "Glasso" 112 192 206 39490 0.575418994413408
"scale-free" 2 366 19 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 19 "DBGlasso_FDR" 0 398 0 39602 0
"scale-free" 2 366 20 "Nlasso_JOE(AND)" 0 258 140 39602 0.520446096654275
"scale-free" 2 366 20 "Nlasso_JOE(OR)" 50 174 224 39552 0.666666666666667
"scale-free" 2 366 20 "Nlasso(AND)" 1494 28 370 38108 0.327144120247569
"scale-free" 2 366 20 "Nlasso(OR)" 1720 26 372 37882 0.298795180722892
"scale-free" 2 366 20 "Glasso" 90 180 218 39512 0.61756373937677
"scale-free" 2 366 20 "DBGlasso_Holm" 0 398 0 39602 0
"scale-free" 2 366 20 "DBGlasso_FDR" 0 398 0 39602 0
"chain" 2 366 1 "Nlasso_JOE(AND)" 616 16 382 38986 0.547277936962751
"chain" 2 366 1 "Nlasso_JOE(OR)" 2812 10 388 36790 0.215675375208449
"chain" 2 366 1 "Nlasso(AND)" 1344 2 396 38258 0.37043966323667
"chain" 2 366 1 "Nlasso(OR)" 1838 2 396 37764 0.300911854103343
"chain" 2 366 1 "Glasso" 628 0 398 38974 0.558988764044944
"chain" 2 366 1 "DBGlasso_Holm" 0 398 0 39602 0
"chain" 2 366 1 "DBGlasso_FDR" 0 398 0 39602 0
"star" 2 366 1 "Nlasso_JOE(AND)" 16 94 286 39604 0.838709677419355
"star" 2 366 1 "Nlasso_JOE(OR)" 102 38 342 39518 0.830097087378641
"star" 2 366 1 "Nlasso(AND)" 1714 48 332 37906 0.273701566364386
"star" 2 366 1 "Nlasso(OR)" 1596 24 356 38024 0.305317324185249
"star" 2 366 1 "Glasso" 392 6 374 39228 0.652705061082024
"star" 2 366 1 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 366 1 "DBGlasso_FDR" 0 380 0 39620 0
"small-world" 3 758 1 "Nlasso_JOE(AND)" 0 4 396 39600 0.994974874371859
"small-world" 3 758 1 "Nlasso_JOE(OR)" 4 4 396 39596 0.99
"small-world" 3 758 1 "Nlasso(AND)" 1026 0 400 38574 0.438116100766703
"small-world" 3 758 1 "Nlasso(OR)" 1568 0 400 38032 0.337837837837838
"small-world" 3 758 1 "Glasso" 210 0 400 39390 0.792079207920792
"small-world" 3 758 1 "DBGlasso_Holm" 0 108 292 39600 0.84393063583815
"small-world" 3 758 1 "DBGlasso_FDR" 0 6 394 39600 0.992443324937028
"scale-free" 3 758 1 "Nlasso_JOE(AND)" 0 254 144 39602 0.531365313653137
"scale-free" 3 758 1 "Nlasso_JOE(OR)" 16 216 182 39586 0.610738255033557
"scale-free" 3 758 1 "Nlasso(AND)" 1678 0 398 37924 0.321746160064673
"scale-free" 3 758 1 "Nlasso(OR)" 1840 0 398 37762 0.301972685887709
"scale-free" 3 758 1 "Glasso" 38 36 362 39564 0.907268170426065
"scale-free" 3 758 1 "DBGlasso_Holm" 0 372 26 39602 0.122641509433962
"scale-free" 3 758 1 "DBGlasso_FDR" 0 230 168 39602 0.593639575971731
"scale-free" 2 366 5 "CLIME" 2196 36 362 37406 0.244925575101488
"small-world" 1 1018 6 "CLIME" 1180 0 400 38420 0.404040404040404
"scale-free" 1 1018 6 "CLIME" 1080 0 398 38522 0.424307036247335
"small-world" 2 366 4 "CLIME" 2136 26 374 37464 0.257044673539519
"small-world" 1 1018 7 "CLIME" 998 0 400 38602 0.444938820912125
"scale-free" 1 1018 7 "CLIME" 908 4 394 38694 0.463529411764706
"scale-free" 2 366 6 "CLIME" 2162 40 358 37440 0.245373543522961
"small-world" 2 366 5 "CLIME" 752 28 372 38848 0.488188976377953
"small-world" 1 1018 8 "CLIME" 1232 0 400 38368 0.393700787401575
"scale-free" 1 1018 8 "CLIME" 2210 0 398 37392 0.26480372588157
"scale-free" 2 366 7 "CLIME" 784 68 330 38818 0.436507936507937
"small-world" 1 1018 9 "CLIME" 1236 0 400 38364 0.392927308447937
"scale-free" 1 1018 9 "CLIME" 1044 0 398 38558 0.432608695652174
"small-world" 2 366 6 "CLIME" 2122 8 392 37478 0.26904598490048
"small-world" 1 1018 10 "CLIME" 1264 0 400 38336 0.387596899224806
"scale-free" 2 366 8 "CLIME" 2026 44 354 37576 0.254859611231102
"scale-free" 1 1018 10 "CLIME" 1116 0 398 38486 0.416317991631799
"small-world" 2 366 7 "CLIME" 732 26 374 38868 0.49667994687915
"scale-free" 2 366 9 "CLIME" 2198 48 350 37404 0.237610319076714
"small-world" 2 366 8 "CLIME" 2052 24 376 37548 0.265912305516266
"scale-free" 2 366 10 "CLIME" 2264 28 370 37338 0.244063324538259
"small-world" 2 366 9 "CLIME" 2272 16 384 37328 0.25130890052356
"small-world" 1 1018 1 "CLIME" 1334 0 400 38266 0.374882849109653
"scale-free" 1 1018 1 "CLIME" 882 2 396 38720 0.47255369928401
"scale-free" 2 366 1 "CLIME" 2112 32 366 37490 0.25452016689847
"small-world" 1 1018 2 "CLIME" 1350 0 400 38250 0.372093023255814
"scale-free" 1 1018 2 "CLIME" 1096 0 398 38506 0.420718816067653
"small-world" 2 366 10 "CLIME" 700 28 372 38900 0.505434782608696
"scale-free" 2 366 2 "CLIME" 2170 36 362 37432 0.247098976109215
"small-world" 1 1018 3 "CLIME" 1260 0 400 38340 0.388349514563107
"scale-free" 1 1018 3 "CLIME" 1090 0 398 38512 0.422057264050901
"small-world" 1 1018 4 "CLIME" 1286 0 400 38314 0.383509108341323
"scale-free" 1 1018 4 "CLIME" 840 0 398 38762 0.486552567237164
"scale-free" 2 366 3 "CLIME" 2180 40 358 37422 0.243869209809264
"small-world" 1 1018 5 "CLIME" 1240 2 398 38360 0.390578999018646
"scale-free" 1 1018 5 "CLIME" 1132 0 398 38470 0.412863070539419
"scale-free" 2 366 4 "CLIME" 2202 36 362 37400 0.24442943956786
"small-world" 2 366 1 "CLIME" 702 24 376 38898 0.508795669824087
"small-world" 2 366 2 "CLIME" 2204 16 384 37396 0.257028112449799
"small-world" 2 366 3 "CLIME" 2266 20 380 37334 0.249507550886408
"small-world" 1 1018 11 "CLIME" 1308 0 400 38292 0.379506641366224
"scale-free" 1 1018 11 "CLIME" 2236 0 398 37366 0.262532981530343
"small-world" 1 1018 12 "CLIME" 1176 0 400 38424 0.404858299595142
"scale-free" 1 1018 12 "CLIME" 1084 0 398 38518 0.423404255319149
"small-world" 1 1018 13 "CLIME" 1252 0 400 38348 0.389863547758285
"scale-free" 1 1018 13 "CLIME" 2182 2 396 37420 0.266129032258065
"small-world" 1 1018 14 "CLIME" 1158 0 400 38442 0.408580183861083
"scale-free" 1 1018 14 "CLIME" 1132 2 396 38470 0.411214953271028
"small-world" 1 1018 15 "CLIME" 1160 0 400 38440 0.408163265306122
"scale-free" 1 1018 15 "CLIME" 1096 0 398 38506 0.420718816067653
"small-world" 1 1018 16 "CLIME" 1194 2 398 38406 0.399598393574297
"scale-free" 1 1018 16 "CLIME" 1092 0 398 38510 0.421610169491525
"small-world" 1 1018 17 "CLIME" 1158 0 400 38442 0.408580183861083
"scale-free" 1 1018 17 "CLIME" 1092 2 396 38510 0.419936373276776
"small-world" 1 1018 18 "CLIME" 1310 2 398 38290 0.377609108159393
"scale-free" 1 1018 18 "CLIME" 812 0 398 38790 0.495024875621891
"small-world" 1 1018 19 "CLIME" 1186 0 400 38414 0.40281973816717
"scale-free" 1 1018 19 "CLIME" 1082 0 398 38520 0.423855165069223
"small-world" 1 1018 20 "CLIME" 1206 2 398 38394 0.397205588822355
"scale-free" 1 1018 20 "CLIME" 1034 0 398 38568 0.434972677595628
"scale-free" 2 366 11 "CLIME" 2192 28 370 37410 0.25
"small-world" 2 366 11 "CLIME" 780 26 374 38820 0.481338481338481
"scale-free" 2 366 12 "CLIME" 2174 40 358 37428 0.244368600682594
"small-world" 2 366 12 "CLIME" 722 24 376 38878 0.502002670226969
"scale-free" 2 366 13 "CLIME" 2164 56 342 37438 0.235537190082645
"small-world" 2 366 13 "CLIME" 2218 12 388 37382 0.258150365934797
"scale-free" 2 366 14 "CLIME" 1976 26 372 37626 0.270939548434086
"small-world" 2 366 14 "CLIME" 2162 24 376 37438 0.255956432947583
"scale-free" 2 366 15 "CLIME" 2088 32 366 37514 0.256661991584853
"small-world" 2 366 15 "CLIME" 2186 8 392 37414 0.263263935527199
"scale-free" 2 366 16 "CLIME" 1964 20 378 37638 0.275912408759124
"small-world" 2 366 16 "CLIME" 1890 18 382 37710 0.285928143712575
"scale-free" 2 366 17 "CLIME" 2116 28 370 37486 0.256588072122053
"small-world" 2 366 17 "CLIME" 2034 24 376 37566 0.267615658362989
"scale-free" 2 366 18 "CLIME" 2226 36 362 37376 0.242464835900871
"small-world" 2 366 18 "CLIME" 630 38 362 38970 0.520114942528736
"scale-free" 2 366 19 "CLIME" 2268 34 364 37334 0.24026402640264
"small-world" 2 366 19 "CLIME" 2316 18 382 37284 0.246610716591349
