"graph_type" "ms_sc" "n" "seed" "est_method" "FP" "FN" "TP" "TN" "F1"
"chain" 1 600 2 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 600 2 "GIJOE_FDR" 0 100 298 39602 0.85632183908046
"chain" 1 600 3 "GIJOE_Bonf" 0 152 246 39602 0.763975155279503
"chain" 1 600 3 "GIJOE_Holm" 0 152 246 39602 0.763975155279503
"chain" 1 600 3 "GIJOE_FDR" 0 130 268 39602 0.804804804804805
"chain" 1 600 4 "GIJOE_Bonf" 0 146 252 39602 0.775384615384615
"chain" 1 600 4 "GIJOE_Holm" 0 146 252 39602 0.775384615384615
"chain" 1 600 4 "GIJOE_FDR" 0 126 272 39602 0.811940298507463
"chain" 1 600 5 "GIJOE_Bonf" 0 134 264 39602 0.797583081570997
"chain" 1 600 5 "GIJOE_Holm" 0 134 264 39602 0.797583081570997
"chain" 1 600 5 "GIJOE_FDR" 2 108 290 39600 0.840579710144927
"chain" 1 600 6 "GIJOE_Bonf" 0 146 252 39602 0.775384615384615
"chain" 1 600 6 "GIJOE_Holm" 0 146 252 39602 0.775384615384615
"chain" 1 600 6 "GIJOE_FDR" 2 126 272 39600 0.80952380952381
"chain" 1 600 7 "GIJOE_Bonf" 0 140 258 39602 0.786585365853659
"chain" 1 600 7 "GIJOE_Holm" 0 140 258 39602 0.786585365853659
"chain" 1 600 7 "GIJOE_FDR" 0 128 270 39602 0.808383233532934
"chain" 1 600 8 "GIJOE_Bonf" 0 140 258 39602 0.786585365853659
"chain" 1 600 8 "GIJOE_Holm" 0 140 258 39602 0.786585365853659
"chain" 1 600 8 "GIJOE_FDR" 4 130 268 39598 0.8
"chain" 1 600 9 "GIJOE_Bonf" 0 154 244 39602 0.7601246105919
"chain" 1 600 9 "GIJOE_Holm" 0 154 244 39602 0.7601246105919
"chain" 1 600 9 "GIJOE_FDR" 2 126 272 39600 0.80952380952381
"chain" 1 600 10 "GIJOE_Bonf" 0 144 254 39602 0.779141104294479
"chain" 1 600 10 "GIJOE_Holm" 0 144 254 39602 0.779141104294479
"chain" 1 600 10 "GIJOE_FDR" 4 126 272 39598 0.807121661721068
"chain" 1 600 11 "GIJOE_Bonf" 0 152 246 39602 0.763975155279503
"chain" 1 600 11 "GIJOE_Holm" 0 152 246 39602 0.763975155279503
"chain" 1 600 11 "GIJOE_FDR" 0 126 272 39602 0.811940298507463
"chain" 1 600 12 "GIJOE_Bonf" 0 146 252 39602 0.775384615384615
"chain" 1 600 12 "GIJOE_Holm" 0 146 252 39602 0.775384615384615
"chain" 1 600 12 "GIJOE_FDR" 0 136 262 39602 0.793939393939394
"chain" 1 600 13 "GIJOE_Bonf" 0 140 258 39602 0.786585365853659
"chain" 1 600 13 "GIJOE_Holm" 0 140 258 39602 0.786585365853659
"chain" 1 600 13 "GIJOE_FDR" 0 126 272 39602 0.811940298507463
"chain" 1 600 14 "GIJOE_Bonf" 0 130 268 39602 0.804804804804805
"chain" 1 600 14 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 600 14 "GIJOE_FDR" 2 110 288 39600 0.837209302325581
"chain" 1 600 15 "GIJOE_Bonf" 0 144 254 39602 0.779141104294479
"chain" 1 600 15 "GIJOE_Holm" 0 144 254 39602 0.779141104294479
"chain" 1 600 15 "GIJOE_FDR" 0 126 272 39602 0.811940298507463
"chain" 1 600 16 "GIJOE_Bonf" 0 148 250 39602 0.771604938271605
"chain" 1 600 16 "GIJOE_Holm" 0 148 250 39602 0.771604938271605
"chain" 1 600 16 "GIJOE_FDR" 0 132 266 39602 0.801204819277108
"chain" 1 600 17 "GIJOE_Bonf" 0 154 244 39602 0.7601246105919
"chain" 1 600 17 "GIJOE_Holm" 0 154 244 39602 0.7601246105919
"chain" 1 600 17 "GIJOE_FDR" 0 122 276 39602 0.818991097922849
"chain" 1 600 18 "GIJOE_Bonf" 0 150 248 39602 0.767801857585139
"chain" 1 600 18 "GIJOE_Holm" 0 150 248 39602 0.767801857585139
"chain" 1 600 18 "GIJOE_FDR" 0 128 270 39602 0.808383233532934
"chain" 1 600 19 "GIJOE_Bonf" 2 140 258 39600 0.78419452887538
"chain" 1 600 19 "GIJOE_Holm" 2 140 258 39600 0.78419452887538
"chain" 1 600 19 "GIJOE_FDR" 2 126 272 39600 0.80952380952381
"chain" 1 600 20 "GIJOE_Bonf" 0 146 252 39602 0.775384615384615
"chain" 1 600 20 "GIJOE_Holm" 0 146 252 39602 0.775384615384615
"chain" 1 600 20 "GIJOE_FDR" 0 130 268 39602 0.804804804804805
"star" 1 600 1 "GIJOE_Bonf" 0 300 80 39620 0.347826086956522
"star" 1 600 1 "GIJOE_Holm" 0 300 80 39620 0.347826086956522
"star" 1 600 1 "GIJOE_FDR" 2 242 138 39618 0.530769230769231
"star" 1 600 2 "GIJOE_Bonf" 0 300 80 39620 0.347826086956522
"star" 1 600 2 "GIJOE_Holm" 0 300 80 39620 0.347826086956522
"star" 1 600 2 "GIJOE_FDR" 2 246 134 39618 0.51937984496124
"star" 1 600 3 "GIJOE_Bonf" 0 308 72 39620 0.31858407079646
"star" 1 600 3 "GIJOE_Holm" 0 308 72 39620 0.31858407079646
"star" 1 600 3 "GIJOE_FDR" 0 258 122 39620 0.48605577689243
"star" 1 600 4 "GIJOE_Bonf" 0 310 70 39620 0.311111111111111
"star" 1 600 4 "GIJOE_Holm" 0 310 70 39620 0.311111111111111
"star" 1 600 4 "GIJOE_FDR" 0 244 136 39620 0.527131782945736
"star" 1 600 5 "GIJOE_Bonf" 0 304 76 39620 0.333333333333333
"star" 1 600 5 "GIJOE_Holm" 0 304 76 39620 0.333333333333333
"star" 1 600 5 "GIJOE_FDR" 0 256 124 39620 0.492063492063492
"star" 1 600 6 "GIJOE_Bonf" 0 298 82 39620 0.354978354978355
"star" 1 600 6 "GIJOE_Holm" 0 298 82 39620 0.354978354978355
"star" 1 600 6 "GIJOE_FDR" 2 244 136 39618 0.525096525096525
"star" 1 600 7 "GIJOE_Bonf" 0 312 68 39620 0.303571428571429
"star" 1 600 7 "GIJOE_Holm" 0 312 68 39620 0.303571428571429
"star" 1 600 7 "GIJOE_FDR" 4 252 128 39616 0.5
"star" 1 600 8 "GIJOE_Bonf" 0 292 88 39620 0.376068376068376
"star" 1 600 8 "GIJOE_Holm" 0 292 88 39620 0.376068376068376
"star" 1 600 8 "GIJOE_FDR" 2 228 152 39618 0.569288389513109
"star" 1 600 9 "GIJOE_Bonf" 0 306 74 39620 0.325991189427313
"star" 1 600 9 "GIJOE_Holm" 0 306 74 39620 0.325991189427313
"star" 1 600 9 "GIJOE_FDR" 0 254 126 39620 0.49802371541502
"star" 1 600 10 "GIJOE_Bonf" 0 302 78 39620 0.34061135371179
"star" 1 600 10 "GIJOE_Holm" 0 302 78 39620 0.34061135371179
"star" 1 600 10 "GIJOE_FDR" 2 242 138 39618 0.530769230769231
"star" 1 600 11 "GIJOE_Bonf" 0 304 76 39620 0.333333333333333
"star" 1 600 11 "GIJOE_Holm" 0 304 76 39620 0.333333333333333
"star" 1 600 11 "GIJOE_FDR" 4 246 134 39616 0.517374517374517
"star" 1 600 12 "GIJOE_Bonf" 0 306 74 39620 0.325991189427313
"star" 1 600 12 "GIJOE_Holm" 0 306 74 39620 0.325991189427313
"star" 1 600 12 "GIJOE_FDR" 0 256 124 39620 0.492063492063492
"star" 1 600 13 "GIJOE_Bonf" 0 300 80 39620 0.347826086956522
"star" 1 600 13 "GIJOE_Holm" 0 300 80 39620 0.347826086956522
"star" 1 600 13 "GIJOE_FDR" 4 252 128 39616 0.5
"star" 1 600 14 "GIJOE_Bonf" 0 298 82 39620 0.354978354978355
"star" 1 600 14 "GIJOE_Holm" 0 298 82 39620 0.354978354978355
"star" 1 600 14 "GIJOE_FDR" 4 258 122 39616 0.482213438735178
"star" 1 600 15 "GIJOE_Bonf" 0 308 72 39620 0.31858407079646
"star" 1 600 15 "GIJOE_Holm" 0 308 72 39620 0.31858407079646
"star" 1 600 15 "GIJOE_FDR" 2 242 138 39618 0.530769230769231
"star" 1 600 16 "GIJOE_Bonf" 0 310 70 39620 0.311111111111111
"star" 1 600 16 "GIJOE_Holm" 0 310 70 39620 0.311111111111111
"star" 1 600 16 "GIJOE_FDR" 0 254 126 39620 0.49802371541502
"star" 1 600 17 "GIJOE_Bonf" 0 312 68 39620 0.303571428571429
"star" 1 600 17 "GIJOE_Holm" 0 312 68 39620 0.303571428571429
"star" 1 600 17 "GIJOE_FDR" 0 246 134 39620 0.521400778210117
"star" 1 600 18 "GIJOE_Bonf" 0 314 66 39620 0.295964125560538
"star" 1 600 18 "GIJOE_Holm" 0 314 66 39620 0.295964125560538
"star" 1 600 18 "GIJOE_FDR" 2 254 126 39618 0.496062992125984
"star" 1 600 19 "GIJOE_Bonf" 0 344 36 39620 0.173076923076923
"star" 1 600 19 "GIJOE_Holm" 0 344 36 39620 0.173076923076923
"star" 1 600 19 "GIJOE_FDR" 2 284 96 39618 0.401673640167364
"star" 1 600 20 "GIJOE_Bonf" 0 306 74 39620 0.325991189427313
"star" 1 600 20 "GIJOE_Holm" 0 306 74 39620 0.325991189427313
"star" 1 600 20 "GIJOE_FDR" 2 252 128 39618 0.501960784313725
"ER" 1 600 1 "GIJOE_Bonf" 0 826 206 38968 0.332794830371567
"ER" 1 600 1 "GIJOE_Holm" 0 826 206 38968 0.332794830371567
"ER" 1 600 1 "GIJOE_FDR" 14 694 338 38954 0.488439306358382
"ER" 1 600 1 "Nlasso_JOE(AND)" 44 672 360 38924 0.501392757660167
"ER" 1 600 1 "Nlasso_JOE(OR)" 456 498 534 38512 0.528189910979229
"ER" 1 600 2 "GIJOE_Bonf" 0 928 104 38968 0.183098591549296
"ER" 1 600 2 "GIJOE_Holm" 0 928 104 38968 0.183098591549296
"ER" 1 600 2 "GIJOE_FDR" 0 722 310 38968 0.461997019374069
"ER" 1 600 2 "Nlasso_JOE(AND)" 536 266 766 38432 0.656383890317052
"ER" 1 600 2 "Nlasso_JOE(OR)" 2468 130 902 36500 0.409813721035893
"ER" 1 600 3 "GIJOE_Bonf" 0 840 192 38968 0.313725490196078
"ER" 1 600 3 "GIJOE_Holm" 0 840 192 38968 0.313725490196078
"ER" 1 600 3 "GIJOE_FDR" 8 714 318 38960 0.468335787923417
"ER" 1 600 3 "Nlasso_JOE(AND)" 52 696 336 38916 0.473239436619718
"ER" 1 600 3 "Nlasso_JOE(OR)" 544 524 508 38424 0.487523992322457
"ER" 1 600 4 "GIJOE_Bonf" 0 860 172 38968 0.285714285714286
"ER" 1 600 4 "GIJOE_Holm" 0 860 172 38968 0.285714285714286
"ER" 1 600 4 "GIJOE_FDR" 8 698 334 38960 0.486171761280932
"ER" 1 600 4 "Nlasso_JOE(AND)" 48 660 372 38920 0.512396694214876
"ER" 1 600 4 "Nlasso_JOE(OR)" 418 520 512 38550 0.521916411824669
"ER" 1 600 5 "GIJOE_Bonf" 0 896 136 38968 0.232876712328767
"ER" 1 600 5 "GIJOE_Holm" 0 896 136 38968 0.232876712328767
"ER" 1 600 5 "GIJOE_FDR" 4 768 264 38964 0.406153846153846
"ER" 1 600 5 "Nlasso_JOE(AND)" 760 476 556 38208 0.473594548551959
"ER" 1 600 5 "Nlasso_JOE(OR)" 3256 406 626 35712 0.254782254782255
"ER" 1 600 6 "GIJOE_Bonf" 0 830 202 38968 0.327390599675851
"ER" 1 600 6 "GIJOE_Holm" 0 830 202 38968 0.327390599675851
"ER" 1 600 6 "GIJOE_FDR" 8 704 328 38960 0.47953216374269
"ER" 1 600 6 "Nlasso_JOE(AND)" 32 676 356 38936 0.501408450704225
"ER" 1 600 6 "Nlasso_JOE(OR)" 440 516 516 38528 0.519114688128773
"ER" 1 600 7 "GIJOE_Bonf" 0 846 186 38968 0.305418719211823
"ER" 1 600 7 "GIJOE_Holm" 0 846 186 38968 0.305418719211823
"ER" 1 600 7 "GIJOE_FDR" 10 704 328 38958 0.478832116788321
"ER" 1 600 7 "Nlasso_JOE(AND)" 56 662 370 38912 0.507544581618656
"ER" 1 600 7 "Nlasso_JOE(OR)" 456 502 530 38512 0.525272547076313
"ER" 1 600 8 "GIJOE_Bonf" 0 848 184 38968 0.302631578947368
"ER" 1 600 8 "GIJOE_Holm" 0 848 184 38968 0.302631578947368
"ER" 1 600 8 "GIJOE_FDR" 14 706 326 38954 0.475218658892128
"ER" 1 600 8 "Nlasso_JOE(AND)" 62 678 354 38906 0.488950276243094
"ER" 1 600 8 "Nlasso_JOE(OR)" 466 528 504 38502 0.503496503496504
"ER" 1 600 9 "GIJOE_Bonf" 0 826 206 38968 0.332794830371567
"ER" 1 600 9 "GIJOE_Holm" 0 826 206 38968 0.332794830371567
"ER" 1 600 9 "GIJOE_FDR" 6 702 330 38962 0.482456140350877
"ER" 1 600 9 "Nlasso_JOE(AND)" 46 660 372 38922 0.513103448275862
"ER" 1 600 9 "Nlasso_JOE(OR)" 448 498 534 38520 0.530287984111221
"ER" 1 600 10 "GIJOE_Bonf" 0 840 192 38968 0.313725490196078
"ER" 1 600 10 "GIJOE_Holm" 0 838 194 38968 0.31647634584013
"ER" 1 600 10 "GIJOE_FDR" 10 680 352 38958 0.505021520803443
"ER" 1 600 10 "Nlasso_JOE(AND)" 54 634 398 38914 0.536388140161725
"ER" 1 600 10 "Nlasso_JOE(OR)" 524 498 534 38444 0.511004784688995
"ER" 1 600 11 "GIJOE_Bonf" 0 814 218 38968 0.3488
"ER" 1 600 11 "GIJOE_Holm" 0 814 218 38968 0.3488
"ER" 1 600 11 "GIJOE_FDR" 4 718 314 38964 0.465185185185185
"ER" 1 600 11 "Nlasso_JOE(AND)" 34 676 356 38934 0.50070323488045
"ER" 1 600 11 "Nlasso_JOE(OR)" 404 544 488 38564 0.507276507276507
"ER" 1 600 12 "GIJOE_Bonf" 0 854 178 38968 0.294214876033058
"ER" 1 600 12 "GIJOE_Holm" 0 854 178 38968 0.294214876033058
"ER" 1 600 12 "GIJOE_FDR" 8 716 316 38960 0.466076696165192
"ER" 1 600 12 "Nlasso_JOE(AND)" 32 652 380 38936 0.526315789473684
"ER" 1 600 12 "Nlasso_JOE(OR)" 430 500 532 38538 0.533600802407222
"ER" 1 600 13 "GIJOE_Bonf" 0 828 204 38968 0.330097087378641
"ER" 1 600 13 "GIJOE_Holm" 0 828 204 38968 0.330097087378641
"ER" 1 600 13 "GIJOE_FDR" 10 706 326 38958 0.476608187134503
"ER" 1 600 13 "Nlasso_JOE(AND)" 54 656 376 38914 0.514363885088919
"ER" 1 600 13 "Nlasso_JOE(OR)" 450 526 506 38518 0.509054325955734
"ER" 1 600 14 "GIJOE_Bonf" 0 844 188 38968 0.308196721311475
"ER" 1 600 14 "GIJOE_Holm" 0 842 190 38968 0.310965630114566
"ER" 1 600 14 "GIJOE_FDR" 6 698 334 38962 0.486880466472303
"ER" 1 600 14 "Nlasso_JOE(AND)" 56 668 364 38912 0.50137741046832
"ER" 1 600 14 "Nlasso_JOE(OR)" 406 526 506 38562 0.520576131687243
"ER" 1 600 15 "GIJOE_Bonf" 0 852 180 38968 0.297029702970297
"ER" 1 600 15 "GIJOE_Holm" 0 852 180 38968 0.297029702970297
"ER" 1 600 15 "GIJOE_FDR" 10 714 318 38958 0.467647058823529
"ER" 1 600 15 "Nlasso_JOE(AND)" 48 676 356 38920 0.495821727019499
"ER" 1 600 15 "Nlasso_JOE(OR)" 400 524 508 38568 0.523711340206186
"ER" 1 600 16 "GIJOE_Bonf" 0 844 188 38968 0.308196721311475
"ER" 1 600 16 "GIJOE_Holm" 0 844 188 38968 0.308196721311475
"ER" 1 600 16 "GIJOE_FDR" 6 694 338 38962 0.491279069767442
"ER" 1 600 16 "Nlasso_JOE(AND)" 52 664 368 38916 0.506887052341598
"ER" 1 600 16 "Nlasso_JOE(OR)" 480 500 532 38488 0.520547945205479
"ER" 1 600 17 "GIJOE_Bonf" 0 850 182 38968 0.299835255354201
"ER" 1 600 17 "GIJOE_Holm" 0 850 182 38968 0.299835255354201
"ER" 1 600 17 "GIJOE_FDR" 12 700 332 38956 0.482558139534884
"ER" 1 600 17 "Nlasso_JOE(AND)" 34 664 368 38934 0.513249651324965
"ER" 1 600 17 "Nlasso_JOE(OR)" 386 516 516 38582 0.533609100310238
"ER" 1 600 18 "GIJOE_Bonf" 0 826 206 38968 0.332794830371567
"ER" 1 600 18 "GIJOE_Holm" 0 824 208 38968 0.335483870967742
"ER" 1 600 18 "GIJOE_FDR" 2 694 338 38966 0.492711370262391
"ER" 1 600 18 "Nlasso_JOE(AND)" 56 624 408 38912 0.545454545454545
"ER" 1 600 18 "Nlasso_JOE(OR)" 478 496 536 38490 0.523949169110459
"ER" 1 600 19 "GIJOE_Bonf" 0 828 204 38968 0.330097087378641
"ER" 1 600 19 "GIJOE_Holm" 0 828 204 38968 0.330097087378641
"ER" 1 600 19 "GIJOE_FDR" 16 700 332 38952 0.481159420289855
"ER" 1 600 19 "Nlasso_JOE(AND)" 48 670 362 38920 0.502080443828017
"ER" 1 600 19 "Nlasso_JOE(OR)" 460 520 512 38508 0.510978043912176
"ER" 1 600 20 "GIJOE_Bonf" 0 844 188 38968 0.308196721311475
"ER" 1 600 20 "GIJOE_Holm" 0 844 188 38968 0.308196721311475
"ER" 1 600 20 "GIJOE_FDR" 10 690 342 38958 0.494219653179191
"ER" 1 600 20 "Nlasso_JOE(AND)" 66 662 370 38902 0.50408719346049
"ER" 1 600 20 "Nlasso_JOE(OR)" 500 504 528 38468 0.512621359223301
"chain" 1 800 1 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 1 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 1 "GIJOE_FDR" 0 92 306 39602 0.869318181818182
"chain" 1 800 2 "GIJOE_Bonf" 0 122 276 39602 0.818991097922849
"chain" 1 800 2 "GIJOE_Holm" 0 122 276 39602 0.818991097922849
"chain" 1 800 2 "GIJOE_FDR" 4 80 318 39598 0.883333333333333
"chain" 1 800 3 "GIJOE_Bonf" 0 130 268 39602 0.804804804804805
"chain" 1 800 3 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 800 3 "GIJOE_FDR" 2 92 306 39600 0.86685552407932
"chain" 1 800 4 "GIJOE_Bonf" 0 130 268 39602 0.804804804804805
"chain" 1 800 4 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 800 4 "GIJOE_FDR" 4 86 312 39598 0.873949579831933
"chain" 1 800 5 "GIJOE_Bonf" 0 128 270 39602 0.808383233532934
"chain" 1 800 5 "GIJOE_Holm" 0 128 270 39602 0.808383233532934
"chain" 1 800 5 "GIJOE_FDR" 0 100 298 39602 0.85632183908046
"chain" 1 800 6 "GIJOE_Bonf" 0 134 264 39602 0.797583081570997
"chain" 1 800 6 "GIJOE_Holm" 0 134 264 39602 0.797583081570997
"chain" 1 800 6 "GIJOE_FDR" 0 96 302 39602 0.862857142857143
"chain" 1 800 7 "GIJOE_Bonf" 0 130 268 39602 0.804804804804805
"chain" 1 800 7 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 800 7 "GIJOE_FDR" 0 116 282 39602 0.829411764705882
"chain" 1 800 8 "GIJOE_Bonf" 0 124 274 39602 0.81547619047619
"chain" 1 800 8 "GIJOE_Holm" 0 124 274 39602 0.81547619047619
"chain" 1 800 8 "GIJOE_FDR" 2 100 298 39600 0.853868194842407
"chain" 1 800 9 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 9 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 9 "GIJOE_FDR" 0 92 306 39602 0.869318181818182
"chain" 1 800 10 "GIJOE_Bonf" 0 132 266 39602 0.801204819277108
"chain" 1 800 10 "GIJOE_Holm" 0 132 266 39602 0.801204819277108
"chain" 1 800 10 "GIJOE_FDR" 2 98 300 39600 0.857142857142857
"chain" 1 800 11 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 11 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 11 "GIJOE_FDR" 2 94 304 39600 0.863636363636364
"chain" 1 800 12 "GIJOE_Bonf" 0 124 274 39602 0.81547619047619
"chain" 1 800 12 "GIJOE_Holm" 0 124 274 39602 0.81547619047619
"chain" 1 800 12 "GIJOE_FDR" 6 88 310 39596 0.868347338935574
"chain" 1 800 13 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 13 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 13 "GIJOE_FDR" 0 88 310 39602 0.875706214689266
"chain" 1 800 14 "GIJOE_Bonf" 0 122 276 39602 0.818991097922849
"chain" 1 800 14 "GIJOE_Holm" 0 122 276 39602 0.818991097922849
"chain" 1 800 14 "GIJOE_FDR" 0 86 312 39602 0.87887323943662
"chain" 1 800 15 "GIJOE_Bonf" 0 134 264 39602 0.797583081570997
"chain" 1 800 15 "GIJOE_Holm" 0 134 264 39602 0.797583081570997
"chain" 1 800 15 "GIJOE_FDR" 0 104 294 39602 0.84971098265896
"chain" 1 800 16 "GIJOE_Bonf" 0 124 274 39602 0.81547619047619
"chain" 1 800 16 "GIJOE_Holm" 0 124 274 39602 0.81547619047619
"chain" 1 800 16 "GIJOE_FDR" 2 94 304 39600 0.863636363636364
"chain" 1 800 17 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 17 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 17 "GIJOE_FDR" 0 94 304 39602 0.866096866096866
"chain" 1 800 18 "GIJOE_Bonf" 0 130 268 39602 0.804804804804805
"chain" 1 800 18 "GIJOE_Holm" 0 130 268 39602 0.804804804804805
"chain" 1 800 18 "GIJOE_FDR" 4 82 316 39598 0.880222841225627
"chain" 1 800 19 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 19 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 19 "GIJOE_FDR" 0 94 304 39602 0.866096866096866
"chain" 1 800 20 "GIJOE_Bonf" 0 126 272 39602 0.811940298507463
"chain" 1 800 20 "GIJOE_Holm" 0 126 272 39602 0.811940298507463
"chain" 1 800 20 "GIJOE_FDR" 0 96 302 39602 0.862857142857143
"star" 1 800 1 "GIJOE_Bonf" 0 254 126 39620 0.49802371541502
"star" 1 800 1 "GIJOE_Holm" 0 254 126 39620 0.49802371541502
"star" 1 800 1 "GIJOE_FDR" 0 216 164 39620 0.602941176470588
"star" 1 800 2 "GIJOE_Bonf" 0 258 122 39620 0.48605577689243
"star" 1 800 2 "GIJOE_Holm" 0 258 122 39620 0.48605577689243
"star" 1 800 2 "GIJOE_FDR" 0 212 168 39620 0.613138686131387
"star" 1 800 3 "GIJOE_Bonf" 0 250 130 39620 0.509803921568627
"star" 1 800 3 "GIJOE_Holm" 0 250 130 39620 0.509803921568627
"star" 1 800 3 "GIJOE_FDR" 2 212 168 39618 0.610909090909091
"star" 1 800 4 "GIJOE_Bonf" 0 256 124 39620 0.492063492063492
"star" 1 800 4 "GIJOE_Holm" 0 256 124 39620 0.492063492063492
"star" 1 800 4 "GIJOE_FDR" 6 216 164 39614 0.596363636363636
"star" 1 800 5 "GIJOE_Bonf" 0 264 116 39620 0.467741935483871
"star" 1 800 5 "GIJOE_Holm" 0 264 116 39620 0.467741935483871
"star" 1 800 5 "GIJOE_FDR" 0 222 158 39620 0.587360594795539
"star" 1 800 6 "GIJOE_Bonf" 0 254 126 39620 0.49802371541502
"star" 1 800 6 "GIJOE_Holm" 0 254 126 39620 0.49802371541502
"star" 1 800 6 "GIJOE_FDR" 0 208 172 39620 0.623188405797101
"star" 1 800 7 "GIJOE_Bonf" 0 248 132 39620 0.515625
"star" 1 800 7 "GIJOE_Holm" 0 248 132 39620 0.515625
"star" 1 800 7 "GIJOE_FDR" 0 216 164 39620 0.602941176470588
"star" 1 800 8 "GIJOE_Bonf" 0 256 124 39620 0.492063492063492
"star" 1 800 8 "GIJOE_Holm" 0 256 124 39620 0.492063492063492
"star" 1 800 8 "GIJOE_FDR" 4 200 180 39616 0.638297872340426
"star" 1 800 9 "GIJOE_Bonf" 0 256 124 39620 0.492063492063492
"star" 1 800 9 "GIJOE_Holm" 0 256 124 39620 0.492063492063492
"star" 1 800 9 "GIJOE_FDR" 6 204 176 39614 0.626334519572954
"star" 1 800 10 "GIJOE_Bonf" 0 248 132 39620 0.515625
"star" 1 800 10 "GIJOE_Holm" 0 248 132 39620 0.515625
"star" 1 800 10 "GIJOE_FDR" 4 206 174 39616 0.623655913978495
"star" 1 800 11 "GIJOE_Bonf" 0 262 118 39620 0.473895582329317
"star" 1 800 11 "GIJOE_Holm" 0 262 118 39620 0.473895582329317
"star" 1 800 11 "GIJOE_FDR" 4 212 168 39616 0.608695652173913
"star" 1 800 12 "GIJOE_Bonf" 0 254 126 39620 0.49802371541502
"star" 1 800 12 "GIJOE_Holm" 0 254 126 39620 0.49802371541502
"star" 1 800 12 "GIJOE_FDR" 4 206 174 39616 0.623655913978495
"star" 1 800 13 "GIJOE_Bonf" 0 262 118 39620 0.473895582329317
"star" 1 800 13 "GIJOE_Holm" 0 260 120 39620 0.48
"star" 1 800 13 "GIJOE_FDR" 2 212 168 39618 0.610909090909091
"star" 1 800 14 "GIJOE_Bonf" 0 256 124 39620 0.492063492063492
"star" 1 800 14 "GIJOE_Holm" 0 256 124 39620 0.492063492063492
"star" 1 800 14 "GIJOE_FDR" 0 216 164 39620 0.602941176470588
"star" 1 800 15 "GIJOE_Bonf" 0 256 124 39620 0.492063492063492
"star" 1 800 15 "GIJOE_Holm" 0 256 124 39620 0.492063492063492
"star" 1 800 15 "GIJOE_FDR" 4 214 166 39616 0.603636363636364
"star" 1 800 16 "GIJOE_Bonf" 0 252 128 39620 0.503937007874016
"star" 1 800 16 "GIJOE_Holm" 0 252 128 39620 0.503937007874016
"star" 1 800 16 "GIJOE_FDR" 2 212 168 39618 0.610909090909091
"star" 1 800 17 "GIJOE_Bonf" 0 250 130 39620 0.509803921568627
"star" 1 800 17 "GIJOE_Holm" 0 250 130 39620 0.509803921568627
"star" 1 800 17 "GIJOE_FDR" 0 222 158 39620 0.587360594795539
"star" 1 800 18 "GIJOE_Bonf" 0 246 134 39620 0.521400778210117
"star" 1 800 18 "GIJOE_Holm" 0 246 134 39620 0.521400778210117
"star" 1 800 18 "GIJOE_FDR" 6 202 178 39614 0.631205673758865
"star" 1 800 19 "GIJOE_Bonf" 0 254 126 39620 0.49802371541502
"star" 1 800 19 "GIJOE_Holm" 0 254 126 39620 0.49802371541502
"star" 1 800 19 "GIJOE_FDR" 8 202 178 39612 0.628975265017668
"star" 1 800 20 "GIJOE_Bonf" 0 260 120 39620 0.48
"star" 1 800 20 "GIJOE_Holm" 0 260 120 39620 0.48
"star" 1 800 20 "GIJOE_FDR" 2 220 160 39618 0.590405904059041
"ER" 1 800 1 "GIJOE_Bonf" 0 772 260 38968 0.402476780185758
"ER" 1 800 1 "GIJOE_Holm" 0 772 260 38968 0.402476780185758
"ER" 1 800 1 "GIJOE_FDR" 12 644 388 38956 0.541899441340782
"ER" 1 800 1 "Nlasso_JOE(AND)" 46 574 458 38922 0.596354166666667
"ER" 1 800 1 "Nlasso_JOE(OR)" 538 452 580 38430 0.53953488372093
"ER" 1 800 2 "GIJOE_Bonf" 0 772 260 38968 0.402476780185758
"ER" 1 800 2 "GIJOE_Holm" 0 772 260 38968 0.402476780185758
"ER" 1 800 2 "GIJOE_FDR" 8 640 392 38960 0.547486033519553
"ER" 1 800 2 "Nlasso_JOE(AND)" 66 576 456 38902 0.586872586872587
