"graph_type" "ms_sc" "n" "seed" "est_method" "FP" "FN" "TP" "TN" "F1"
"star" 2 3000 2 "Nlasso_JOE(AND)" 0 150 230 39620 0.754098360655738
"star" 2 3000 2 "Nlasso_JOE(OR)" 30 0 380 39590 0.962025316455696
"star" 2 3000 2 "Nlasso(AND)" 2028 14 366 37592 0.263878875270368
"star" 2 3000 2 "Nlasso(OR)" 1460 0 380 38160 0.342342342342342
"star" 2 3000 2 "Glasso" 772 0 380 38848 0.496083550913838
"star" 2 3000 3 "Nlasso_JOE(AND)" 0 170 210 39620 0.711864406779661
"star" 2 3000 3 "Nlasso_JOE(OR)" 36 0 380 39584 0.954773869346734
"star" 2 3000 3 "Nlasso(AND)" 1958 10 370 37662 0.273264401772526
"star" 2 3000 3 "Nlasso(OR)" 1468 0 380 38152 0.341113105924596
"star" 2 3000 3 "Glasso" 774 0 380 38846 0.495436766623207
"star" 2 3000 4 "Nlasso_JOE(AND)" 0 174 206 39620 0.703071672354949
"star" 2 3000 4 "Nlasso_JOE(OR)" 24 0 380 39596 0.969387755102041
"star" 2 3000 4 "Nlasso(AND)" 1960 18 362 37660 0.267949666913397
"star" 2 3000 4 "Nlasso(OR)" 2230 0 380 37390 0.254180602006689
"star" 2 3000 4 "Glasso" 730 0 380 38890 0.51006711409396
"star" 2 3000 5 "Nlasso_JOE(AND)" 0 174 206 39620 0.703071672354949
"star" 2 3000 5 "Nlasso_JOE(OR)" 24 0 380 39596 0.969387755102041
"star" 2 3000 5 "Nlasso(AND)" 1920 18 362 37700 0.271975957926371
"star" 2 3000 5 "Nlasso(OR)" 2142 0 380 37478 0.261888352860096
"star" 2 3000 5 "Glasso" 762 0 380 38858 0.49934296977661
"star" 2 3000 6 "Nlasso_JOE(AND)" 0 172 208 39620 0.707482993197279
"star" 2 3000 6 "Nlasso_JOE(OR)" 24 0 380 39596 0.969387755102041
"star" 2 3000 6 "Nlasso(AND)" 2026 18 362 37594 0.261560693641618
"star" 2 3000 6 "Nlasso(OR)" 1536 0 380 38084 0.331010452961672
"star" 2 3000 6 "Glasso" 868 0 380 38752 0.466830466830467
"star" 2 3000 7 "Nlasso_JOE(AND)" 0 178 202 39620 0.694158075601375
"star" 2 3000 7 "Nlasso_JOE(OR)" 24 0 380 39596 0.969387755102041
"star" 2 3000 7 "Nlasso(AND)" 2022 14 366 37598 0.264450867052023
"star" 2 3000 7 "Nlasso(OR)" 1492 0 380 38128 0.337477797513321
"star" 2 3000 7 "Glasso" 810 0 380 38810 0.484076433121019
"star" 2 3000 8 "Nlasso_JOE(AND)" 0 166 214 39620 0.720538720538721
"star" 2 3000 8 "Nlasso_JOE(OR)" 22 0 380 39598 0.971867007672634
"star" 2 3000 8 "Nlasso(AND)" 2078 26 354 37542 0.251778093883357
"star" 2 3000 8 "Nlasso(OR)" 1530 0 380 38090 0.331877729257642
"star" 2 3000 8 "Glasso" 840 0 380 38780 0.475
"star" 2 3000 9 "Nlasso_JOE(AND)" 0 178 202 39620 0.694158075601375
"star" 2 3000 9 "Nlasso_JOE(OR)" 22 0 380 39598 0.971867007672634
"star" 2 3000 9 "Nlasso(AND)" 1966 24 356 37654 0.263508512213175
"star" 2 3000 9 "Nlasso(OR)" 1452 0 380 38168 0.343580470162749
"star" 2 3000 9 "Glasso" 818 0 380 38802 0.481622306717364
"star" 2 3000 10 "Nlasso_JOE(AND)" 0 172 208 39620 0.707482993197279
"star" 2 3000 10 "Nlasso_JOE(OR)" 8 0 380 39612 0.989583333333333
"star" 2 3000 10 "Nlasso(AND)" 2044 10 370 37576 0.264853256979241
"star" 2 3000 10 "Nlasso(OR)" 1450 0 380 38170 0.343891402714932
"star" 2 3000 10 "Glasso" 780 0 380 38840 0.493506493506494
"star" 2 3000 11 "Nlasso_JOE(AND)" 0 202 178 39620 0.637992831541219
"star" 2 3000 11 "Nlasso_JOE(OR)" 26 0 380 39594 0.966921119592875
"star" 2 3000 11 "Nlasso(AND)" 2022 18 362 37598 0.261939218523878
"star" 2 3000 11 "Nlasso(OR)" 2220 0 380 37400 0.25503355704698
"star" 2 3000 11 "Glasso" 820 0 380 38800 0.481012658227848
"star" 2 3000 12 "Nlasso_JOE(AND)" 0 166 214 39620 0.720538720538721
"star" 2 3000 12 "Nlasso_JOE(OR)" 18 0 380 39602 0.976863753213368
"star" 2 3000 12 "Nlasso(AND)" 1954 20 360 37666 0.267260579064588
"star" 2 3000 12 "Nlasso(OR)" 2246 0 380 37374 0.252827677977379
"star" 2 3000 12 "Glasso" 802 0 380 38818 0.486555697823303
"star" 2 3000 13 "Nlasso_JOE(AND)" 0 190 190 39620 0.666666666666667
"star" 2 3000 13 "Nlasso_JOE(OR)" 20 0 380 39600 0.974358974358974
"star" 2 3000 13 "Nlasso(AND)" 1986 8 372 37634 0.27173119065011
"star" 2 3000 13 "Nlasso(OR)" 2212 0 380 37408 0.255720053835801
"star" 2 3000 13 "Glasso" 768 0 380 38852 0.49738219895288
"star" 2 3000 14 "Nlasso_JOE(AND)" 0 176 204 39620 0.698630136986301
"star" 2 3000 14 "Nlasso_JOE(OR)" 32 0 380 39588 0.95959595959596
"star" 2 3000 14 "Nlasso(AND)" 1994 30 350 37626 0.25697503671072
"star" 2 3000 14 "Nlasso(OR)" 1546 0 380 38074 0.329575021682567
"star" 2 3000 14 "Glasso" 831 0 380 38789 0.477686989314896
"star" 2 3000 15 "Nlasso_JOE(AND)" 0 176 204 39620 0.698630136986301
"star" 2 3000 15 "Nlasso_JOE(OR)" 28 0 380 39592 0.964467005076142
"star" 2 3000 15 "Nlasso(AND)" 2012 22 358 37608 0.260363636363636
"star" 2 3000 15 "Nlasso(OR)" 1434 0 380 38186 0.346399270738377
"star" 2 3000 15 "Glasso" 833 0 380 38787 0.477087256748274
"star" 2 3000 16 "Nlasso_JOE(AND)" 0 186 194 39620 0.67595818815331
"star" 2 3000 16 "Nlasso_JOE(OR)" 26 0 380 39594 0.966921119592875
"star" 2 3000 16 "Nlasso(AND)" 1970 30 350 37650 0.259259259259259
"star" 2 3000 16 "Nlasso(OR)" 1492 0 380 38128 0.337477797513321
"star" 2 3000 16 "Glasso" 762 0 380 38858 0.49934296977661
"star" 2 3000 17 "Nlasso_JOE(AND)" 0 180 200 39620 0.689655172413793
"star" 2 3000 17 "Nlasso_JOE(OR)" 16 0 380 39604 0.979381443298969
"star" 2 3000 17 "Nlasso(AND)" 1996 24 356 37624 0.260614934114202
"star" 2 3000 17 "Nlasso(OR)" 1424 0 380 38196 0.347985347985348
"star" 2 3000 17 "Glasso" 716 0 380 38904 0.514905149051491
"star" 2 3000 18 "Nlasso_JOE(AND)" 0 164 216 39620 0.724832214765101
"star" 2 3000 18 "Nlasso_JOE(OR)" 24 0 380 39596 0.969387755102041
"star" 2 3000 18 "Nlasso(AND)" 1944 14 366 37676 0.272118959107807
"star" 2 3000 18 "Nlasso(OR)" 2220 0 380 37400 0.25503355704698
"star" 2 3000 18 "Glasso" 748 0 380 38872 0.503978779840849
"star" 2 3000 19 "Nlasso_JOE(AND)" 0 180 200 39620 0.689655172413793
"star" 2 3000 19 "Nlasso_JOE(OR)" 22 0 380 39598 0.971867007672634
"star" 2 3000 19 "Nlasso(AND)" 2010 28 352 37610 0.25674690007294
"star" 2 3000 19 "Nlasso(OR)" 1496 0 380 38124 0.336879432624113
"star" 2 3000 19 "Glasso" 814 0 380 38806 0.48284625158831
"star" 2 3000 20 "Nlasso_JOE(AND)" 0 198 182 39620 0.647686832740214
"star" 2 3000 20 "Nlasso_JOE(OR)" 28 0 380 39592 0.964467005076142
"star" 2 3000 20 "Nlasso(AND)" 2020 22 358 37600 0.259608411892676
"star" 2 3000 20 "Nlasso(OR)" 1494 0 380 38126 0.33717834960071
"star" 2 3000 20 "Glasso" 734 0 380 38886 0.508701472556894
"chain" 2 1500 1 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 1 "DBGlasso_FDR" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 2 "DBGlasso_Holm" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 2 "DBGlasso_FDR" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 3 "DBGlasso_Holm" 0 398 0 39602 0
"chain" 2 1500 3 "DBGlasso_FDR" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 4 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 4 "DBGlasso_FDR" 0 390 8 39602 0.0394088669950739
"chain" 2 1500 5 "DBGlasso_Holm" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 5 "DBGlasso_FDR" 0 390 8 39602 0.0394088669950739
"chain" 2 1500 6 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 6 "DBGlasso_FDR" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 7 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 7 "DBGlasso_FDR" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 8 "DBGlasso_Holm" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 8 "DBGlasso_FDR" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 9 "DBGlasso_Holm" 0 390 8 39602 0.0394088669950739
"chain" 2 1500 9 "DBGlasso_FDR" 0 384 14 39602 0.0679611650485437
"chain" 2 1500 10 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 10 "DBGlasso_FDR" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 11 "DBGlasso_Holm" 0 390 8 39602 0.0394088669950739
"chain" 2 1500 11 "DBGlasso_FDR" 0 386 12 39602 0.0585365853658537
"chain" 2 1500 12 "DBGlasso_Holm" 0 398 0 39602 0
"chain" 2 1500 12 "DBGlasso_FDR" 0 396 2 39602 0.01
"chain" 2 1500 13 "DBGlasso_Holm" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 13 "DBGlasso_FDR" 0 382 16 39602 0.0772946859903382
"chain" 2 1500 14 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 14 "DBGlasso_FDR" 0 384 14 39602 0.0679611650485437
"chain" 2 1500 15 "DBGlasso_Holm" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 15 "DBGlasso_FDR" 0 386 12 39602 0.0585365853658537
"chain" 2 1500 16 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 16 "DBGlasso_FDR" 0 396 2 39602 0.01
"chain" 2 1500 17 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 17 "DBGlasso_FDR" 0 388 10 39602 0.0490196078431373
"chain" 2 1500 18 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 18 "DBGlasso_FDR" 0 392 6 39602 0.0297029702970297
"chain" 2 1500 19 "DBGlasso_Holm" 0 396 2 39602 0.01
"chain" 2 1500 19 "DBGlasso_FDR" 0 394 4 39602 0.0199004975124378
"chain" 2 1500 20 "DBGlasso_Holm" 0 388 10 39602 0.0490196078431373
"chain" 2 1500 20 "DBGlasso_FDR" 0 386 12 39602 0.0585365853658537
"star" 2 1500 1 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 1 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 2 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 2 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 3 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 3 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 4 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 4 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 5 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 5 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 6 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 6 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 7 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 7 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 8 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 8 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 9 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 9 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 10 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 10 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 11 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 11 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 12 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 12 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 13 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 13 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 14 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 14 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 15 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 15 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 16 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 16 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 17 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 17 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 18 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 18 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 19 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 19 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 1500 20 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 1500 20 "DBGlasso_FDR" 0 380 0 39620 0
"chain" 2 3000 1 "DBGlasso_Holm" 0 206 192 39602 0.650847457627119
"chain" 2 3000 1 "DBGlasso_FDR" 0 34 364 39602 0.955380577427822
"chain" 2 3000 2 "DBGlasso_Holm" 0 202 196 39602 0.65993265993266
"chain" 2 3000 2 "DBGlasso_FDR" 0 30 368 39602 0.960835509138381
"chain" 2 3000 3 "DBGlasso_Holm" 0 196 202 39602 0.673333333333333
"chain" 2 3000 3 "DBGlasso_FDR" 0 26 372 39602 0.966233766233766
"chain" 2 3000 4 "DBGlasso_Holm" 0 178 220 39602 0.711974110032362
"chain" 2 3000 4 "DBGlasso_FDR" 0 18 380 39602 0.976863753213368
"chain" 2 3000 5 "DBGlasso_Holm" 0 166 232 39602 0.736507936507937
"chain" 2 3000 5 "DBGlasso_FDR" 0 34 364 39602 0.955380577427822
"chain" 2 3000 6 "DBGlasso_Holm" 0 182 216 39602 0.703583061889251
"chain" 2 3000 6 "DBGlasso_FDR" 0 38 360 39602 0.949868073878628
"chain" 2 3000 7 "DBGlasso_Holm" 0 176 222 39602 0.716129032258065
"chain" 2 3000 7 "DBGlasso_FDR" 0 24 374 39602 0.968911917098446
"chain" 2 3000 8 "DBGlasso_Holm" 0 182 216 39602 0.703583061889251
"chain" 2 3000 8 "DBGlasso_FDR" 0 30 368 39602 0.960835509138381
"chain" 2 3000 9 "DBGlasso_Holm" 0 190 208 39602 0.686468646864686
"chain" 2 3000 9 "DBGlasso_FDR" 0 26 372 39602 0.966233766233766
"chain" 2 3000 10 "DBGlasso_Holm" 0 170 228 39602 0.728434504792332
"chain" 2 3000 10 "DBGlasso_FDR" 0 24 374 39602 0.968911917098446
"chain" 2 3000 11 "DBGlasso_Holm" 0 184 214 39602 0.699346405228758
"chain" 2 3000 11 "DBGlasso_FDR" 0 40 358 39602 0.947089947089947
"chain" 2 3000 12 "DBGlasso_Holm" 0 184 214 39602 0.699346405228758
"chain" 2 3000 12 "DBGlasso_FDR" 0 30 368 39602 0.960835509138381
"chain" 2 3000 13 "DBGlasso_Holm" 0 186 212 39602 0.695081967213115
"chain" 2 3000 13 "DBGlasso_FDR" 0 42 356 39602 0.944297082228117
"chain" 2 3000 14 "DBGlasso_Holm" 0 180 218 39602 0.707792207792208
"chain" 2 3000 14 "DBGlasso_FDR" 2 34 364 39600 0.952879581151832
"chain" 2 3000 15 "DBGlasso_Holm" 0 202 196 39602 0.65993265993266
"chain" 2 3000 15 "DBGlasso_FDR" 0 42 356 39602 0.944297082228117
"chain" 2 3000 16 "DBGlasso_Holm" 0 186 212 39602 0.695081967213115
"chain" 2 3000 16 "DBGlasso_FDR" 0 22 376 39602 0.971576227390181
"chain" 2 3000 17 "DBGlasso_Holm" 0 168 230 39602 0.732484076433121
"chain" 2 3000 17 "DBGlasso_FDR" 0 20 378 39602 0.974226804123711
"chain" 2 3000 18 "DBGlasso_Holm" 0 174 224 39602 0.720257234726688
"chain" 2 3000 18 "DBGlasso_FDR" 0 34 364 39602 0.955380577427822
"chain" 2 3000 19 "DBGlasso_Holm" 0 182 216 39602 0.703583061889251
"chain" 2 3000 19 "DBGlasso_FDR" 0 24 374 39602 0.968911917098446
"chain" 2 3000 20 "DBGlasso_Holm" 0 172 226 39602 0.724358974358974
"chain" 2 3000 20 "DBGlasso_FDR" 2 28 370 39600 0.961038961038961
"star" 2 3000 1 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 1 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 2 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 2 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 3 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 3 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 4 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 4 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 5 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 5 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 6 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 6 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 7 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 7 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 8 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 8 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 9 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 9 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 10 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 10 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 11 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 11 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 12 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 12 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 13 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 13 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 14 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 14 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 15 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 15 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 16 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 16 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 17 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 17 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 18 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 18 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 19 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 19 "DBGlasso_FDR" 0 380 0 39620 0
"star" 2 3000 20 "DBGlasso_Holm" 0 380 0 39620 0
"star" 2 3000 20 "DBGlasso_FDR" 0 380 0 39620 0
"chain" 3 20000 1 "Nlasso_JOE(AND)" 682 2 396 38920 0.536585365853659
"chain" 3 20000 1 "Nlasso_JOE(OR)" 2134 0 398 37468 0.271672354948805
"chain" 3 20000 1 "Nlasso(AND)" 1110 0 398 38492 0.417628541448059
"chain" 3 20000 1 "Nlasso(OR)" 1970 0 398 37632 0.287780187997108
"chain" 3 20000 1 "Glasso" 1742 0 398 37860 0.313632781717888
"chain" 3 20000 2 "Nlasso_JOE(AND)" 76 12 386 39526 0.897674418604651
"chain" 3 20000 2 "Nlasso_JOE(OR)" 236 2 396 39366 0.768932038834951
"chain" 3 20000 2 "Nlasso(AND)" 1108 0 398 38494 0.418067226890756
"chain" 3 20000 2 "Nlasso(OR)" 1978 0 398 37624 0.286950252343187
"chain" 3 20000 2 "Glasso" 1824 0 398 37778 0.30381679389313
"chain" 3 20000 3 "Nlasso_JOE(AND)" 100 6 392 39502 0.880898876404494
"chain" 3 20000 3 "Nlasso_JOE(OR)" 240 4 394 39362 0.763565891472868
"chain" 3 20000 3 "Nlasso(AND)" 1180 0 398 38422 0.402834008097166
"chain" 3 20000 3 "Nlasso(OR)" 2070 0 398 37532 0.277739009071877
"chain" 3 20000 3 "Glasso" 1874 0 398 37728 0.29812734082397
"chain" 3 20000 4 "Nlasso_JOE(AND)" 726 4 394 38876 0.519104084321476
"chain" 3 20000 4 "Nlasso_JOE(OR)" 2160 4 394 37442 0.266937669376694
"chain" 3 20000 4 "Nlasso(AND)" 1126 4 394 38476 0.410844629822732
"chain" 3 20000 4 "Nlasso(OR)" 2078 4 394 37524 0.274564459930314
"chain" 3 20000 4 "Glasso" 1784 2 396 37818 0.307214895267649
"chain" 3 20000 5 "Nlasso_JOE(AND)" 76 12 386 39526 0.897674418604651
"chain" 3 20000 5 "Nlasso_JOE(OR)" 224 6 392 39378 0.773175542406312
"chain" 3 20000 5 "Nlasso(AND)" 1126 2 396 38476 0.4125
"chain" 3 20000 5 "Nlasso(OR)" 2034 2 396 37568 0.28005657708628
"chain" 3 20000 5 "Glasso" 1752 0 398 37850 0.312401883830455
"chain" 3 20000 6 "Nlasso_JOE(AND)" 818 2 396 38784 0.491315136476427
"chain" 3 20000 6 "Nlasso_JOE(OR)" 2236 0 398 37366 0.262532981530343
"chain" 3 20000 6 "Nlasso(AND)" 1252 0 398 38350 0.388671875
"chain" 3 20000 6 "Nlasso(OR)" 2132 0 398 37470 0.271857923497268
"chain" 3 20000 6 "Glasso" 1940 0 398 37662 0.29093567251462
"chain" 3 20000 7 "Nlasso_JOE(AND)" 780 4 394 38822 0.501272264631043
"chain" 3 20000 7 "Nlasso_JOE(OR)" 2208 2 396 37394 0.263824117255163
"chain" 3 20000 7 "Nlasso(AND)" 1158 2 396 38444 0.405737704918033
"chain" 3 20000 7 "Nlasso(OR)" 2064 2 396 37538 0.277116864940518
"chain" 3 20000 7 "Glasso" 1802 0 398 37800 0.306389530408006
"chain" 3 20000 8 "Nlasso_JOE(AND)" 740 2 396 38862 0.516297262059974
"chain" 3 20000 8 "Nlasso_JOE(OR)" 2158 0 398 37444 0.269465132024374
"chain" 3 20000 8 "Nlasso(AND)" 1140 0 398 38462 0.411157024793388
"chain" 3 20000 8 "Nlasso(OR)" 2050 0 398 37552 0.279690794096978
"chain" 3 20000 8 "Glasso" 1738 0 398 37864 0.314127861089187
"chain" 3 20000 9 "Nlasso_JOE(AND)" 750 0 398 38852 0.514877102199224
"chain" 3 20000 9 "Nlasso_JOE(OR)" 2188 0 398 37414 0.266756032171582
"chain" 3 20000 9 "Nlasso(AND)" 1150 0 398 38452 0.409044193216855
"chain" 3 20000 9 "Nlasso(OR)" 2070 0 398 37532 0.277739009071877
"chain" 3 20000 9 "Glasso" 1798 0 398 37804 0.30686198920586
"chain" 3 20000 10 "Nlasso_JOE(AND)" 1048 2 396 38554 0.429967426710098
"chain" 3 20000 10 "Nlasso_JOE(OR)" 3176 0 398 36426 0.200402819738167
"chain" 3 20000 10 "Nlasso(AND)" 1054 0 398 38548 0.43027027027027
"chain" 3 20000 10 "Nlasso(OR)" 1928 0 398 37674 0.292217327459618
"chain" 3 20000 10 "Glasso" 1757 0 398 37845 0.311790050920486
"chain" 3 20000 11 "Nlasso_JOE(AND)" 58 14 384 39544 0.914285714285714
"chain" 3 20000 11 "Nlasso_JOE(OR)" 196 6 392 39406 0.795131845841785
"chain" 3 20000 11 "Nlasso(AND)" 1168 6 392 38434 0.400408580183861
"chain" 3 20000 11 "Nlasso(OR)" 2028 4 394 37574 0.279432624113475
"chain" 3 20000 11 "Glasso" 1836 2 396 37766 0.301140684410646
"chain" 3 20000 12 "Nlasso_JOE(AND)" 816 6 392 38786 0.488169364881694
"chain" 3 20000 12 "Nlasso_JOE(OR)" 2188 6 392 37414 0.263263935527199
"chain" 3 20000 12 "Nlasso(AND)" 1166 4 394 38436 0.402451481103166
"chain" 3 20000 12 "Nlasso(OR)" 2072 4 394 37530 0.275139664804469
"chain" 3 20000 12 "Glasso" 1916 2 396 37686 0.292250922509225
"chain" 3 20000 13 "Nlasso_JOE(AND)" 68 4 394 39534 0.916279069767442
"chain" 3 20000 13 "Nlasso_JOE(OR)" 230 0 398 39372 0.775828460038986
"chain" 3 20000 13 "Nlasso(AND)" 1028 0 398 38574 0.43640350877193
"chain" 3 20000 13 "Nlasso(OR)" 1922 0 398 37680 0.292862398822664
"chain" 3 20000 13 "Glasso" 1762 0 398 37840 0.311180609851446
"chain" 3 20000 14 "Nlasso_JOE(AND)" 82 4 394 39520 0.901601830663616
"chain" 3 20000 14 "Nlasso_JOE(OR)" 238 4 394 39364 0.76504854368932
"chain" 3 20000 14 "Nlasso(AND)" 1174 2 396 38428 0.402439024390244
"chain" 3 20000 14 "Nlasso(OR)" 2038 2 396 37564 0.279661016949153
"chain" 3 20000 14 "Glasso" 1838 0 398 37764 0.302201974183751
"chain" 3 20000 15 "Nlasso_JOE(AND)" 782 4 394 38820 0.500635324015248
"chain" 3 20000 15 "Nlasso_JOE(OR)" 2264 2 396 37338 0.258992805755396
"chain" 3 20000 15 "Nlasso(AND)" 1250 0 398 38352 0.389051808406647
"chain" 3 20000 15 "Nlasso(OR)" 2108 0 398 37494 0.274104683195592
"chain" 3 20000 15 "Glasso" 1864 0 398 37738 0.299248120300752
"chain" 3 20000 16 "Nlasso_JOE(AND)" 90 6 392 39512 0.890909090909091
"chain" 3 20000 16 "Nlasso_JOE(OR)" 234 4 394 39368 0.768031189083821
"chain" 3 20000 16 "Nlasso(AND)" 1138 2 396 38464 0.409937888198758
"chain" 3 20000 16 "Nlasso(OR)" 2060 2 396 37542 0.277505255781359
"chain" 3 20000 16 "Glasso" 1824 0 398 37778 0.30381679389313
"chain" 3 20000 17 "Nlasso_JOE(AND)" 72 10 388 39530 0.904428904428904
"chain" 3 20000 17 "Nlasso_JOE(OR)" 206 4 394 39396 0.789579158316633
"chain" 3 20000 17 "Nlasso(AND)" 1106 0 398 38496 0.41850683491062
"chain" 3 20000 17 "Nlasso(OR)" 1924 0 398 37678 0.292647058823529
"chain" 3 20000 17 "Glasso" 1782 0 398 37820 0.308766485647789
"chain" 3 20000 18 "Nlasso_JOE(AND)" 70 8 390 39532 0.909090909090909
"chain" 3 20000 18 "Nlasso_JOE(OR)" 236 8 390 39366 0.76171875
"chain" 3 20000 18 "Nlasso(AND)" 1114 2 396 38488 0.415094339622642
"chain" 3 20000 18 "Nlasso(OR)" 2004 2 396 37598 0.283059328091494
"chain" 3 20000 18 "Glasso" 1790 0 398 37812 0.307811291569992
"chain" 3 20000 19 "Nlasso_JOE(AND)" 768 4 394 38834 0.505128205128205
"chain" 3 20000 19 "Nlasso_JOE(OR)" 2252 0 398 37350 0.261154855643045
"chain" 3 20000 19 "Nlasso(AND)" 1210 0 398 38392 0.396809571286142
